Location,Season,Genotype,Reps,Iron_ton_ha,Stage,Fe
West,2021,CV4,19,14.2278,Vegetative,0.35
West,2021,CV5,1,13.3987,Vegetative,0.27
West,2021,CV5,2,7.9953,Vegetative,0.29
West,2021,CV5,3,15.3818,Vegetative,0.32
West,2021,CV5,4,15.0061,Vegetative,0.34
West,2021,CV5,5,15.0082,Vegetative,0.29
West,2021,CV5,6,12.0736,Vegetative,0.32
West,2021,CV5,7,15.1484,Vegetative,0.37
West,2021,CV5,8,14.6412,Vegetative,0.36
West,2021,CV5,9,13.2442,Vegetative,0.26
West,2021,CV5,10,10.5543,Vegetative,0.27
West,2021,CV5,11,11.5084,Vegetative,0.36
West,2021,CV5,12,12.2794,Vegetative,0.2
West,2021,CV5,13,11.334,Vegetative,0.34
West,2021,CV5,14,11.2691,Vegetative,0.31
West,2021,CV5,15,12.8679,Vegetative,0.22
West,2021,CV5,16,19.5296,Vegetative,0.31
West,2021,CV5,17,13.4251,Vegetative,0.22
West,2021,CV5,18,7.005,Vegetative,0.2
West,2021,CV5,19,15.323,Vegetative,0.34
West,2021,CV6,1,13.8698,Vegetative,0.3
West,2021,CV6,2,14.2146,Vegetative,0.28
West,2021,CV6,3,19.6594,Vegetative,0.32
West,2021,CV6,4,10.9304,Vegetative,0.36
West,2021,CV6,5,11.6854,Vegetative,0.37
West,2021,CV6,6,13.6107,Vegetative,0.26
West,2021,CV6,7,10.999,Vegetative,0.14
West,2021,CV6,8,16.2017,Vegetative,0.23
West,2021,CV6,9,8.0396,Vegetative,0.25
West,2021,CV6,10,13.1267,Vegetative,0.32
West,2021,CV6,11,24.7092,Vegetative,0.29
West,2021,CV6,12,20.9709,Vegetative,0.33
West,2021,CV6,13,15.3597,Vegetative,0.09
West,2021,CV6,14,13.3743,Vegetative,0.23
West,2021,CV6,15,10.639,Vegetative,0.11
West,2021,CV6,16,21.0997,Vegetative,0.1
West,2021,CV6,17,17.575,Vegetative,0.22
West,2021,CV6,18,9.4414,Vegetative,0.31
West,2021,CV6,19,10.4584,Vegetative,0.4
West,2021,CV7,1,13.4675,Vegetative,0.25
West,2021,CV7,2,12.6073,Vegetative,0.16
West,2021,CV7,3,16.3304,Vegetative,0.32
West,2021,CV7,4,15.6529,Vegetative,0.25
West,2021,CV7,5,17.2392,Vegetative,0.29
West,2021,CV7,6,10.769,Vegetative,0.31
West,2021,CV7,7,10.9935,Vegetative,0.36
West,2021,CV7,8,12.6299,Vegetative,0.3
West,2021,CV7,9,8.2292,Vegetative,0.5
West,2021,CV7,10,11.8835,Vegetative,0.34
West,2021,CV7,11,16.3333,Vegetative,0.28
West,2021,CV7,12,16.6099,Vegetative,0.15
West,2021,CV7,13,16.0826,Vegetative,0.1
West,2021,CV7,14,7.5151,Vegetative,0.33
West,2021,CV7,15,8.9023,Vegetative,0.13
West,2021,CV7,16,11.4141,Vegetative,0.18
West,2021,CV7,17,15.1673,Vegetative,0.28
West,2021,CV7,18,12.6154,Vegetative,0.37
West,2021,CV7,19,8.3412,Vegetative,0.2
West,2021,CV8,1,15.9902,Vegetative,0.19
West,2021,CV8,2,14.7047,Vegetative,0.2
West,2021,CV8,3,12.2542,Vegetative,0.28
West,2021,CV8,4,10.5712,Vegetative,0.27
West,2021,CV8,5,13.0492,Vegetative,0.4
West,2021,CV8,6,5.6406,Vegetative,0.3
West,2021,CV8,7,12.6379,Vegetative,0.31
West,2021,CV8,8,5.8218,Vegetative,0.37
West,2021,CV8,9,10.3835,Vegetative,0.24
West,2021,CV8,10,15.5184,Vegetative,0.29
West,2021,CV8,11,13.8134,Vegetative,0.19
West,2021,CV8,12,13.2971,Vegetative,0.26
West,2021,CV8,13,9.3185,Vegetative,0.35
West,2021,CV8,14,11.4131,Vegetative,0.13
West,2021,CV8,15,12.4015,Vegetative,0.34
West,2021,CV8,16,18.1023,Vegetative,0.12
West,2021,CV8,17,16.6274,Vegetative,0.36
West,2021,CV8,18,22.8321,Vegetative,0.32
West,2021,CV8,19,14.3233,Vegetative,0.14
West,2021,CV9,1,13.532,Vegetative,0.22
West,2021,CV9,2,27.1752,Vegetative,0.32
West,2021,CV9,3,12.5229,Vegetative,0.25
West,2021,CV9,4,17.2923,Vegetative,0.36
West,2021,CV9,5,13.3453,Vegetative,0.53
West,2021,CV9,6,13.0795,Vegetative,0.44
West,2021,CV9,7,11.3814,Vegetative,0.3
West,2021,CV9,8,15.4459,Vegetative,0.2
West,2021,CV9,9,19.0456,Vegetative,0.41
West,2021,CV9,10,21.1494,Vegetative,0.25
West,2021,CV9,11,15.5954,Vegetative,0.47
West,2021,CV9,12,12.5804,Vegetative,0.25
West,2021,CV9,13,11.5599,Vegetative,0.5
West,2021,CV9,14,13.8656,Vegetative,0.14
West,2021,CV9,15,18.5114,Vegetative,0.08
West,2021,CV9,16,20.1691,Vegetative,0.15
West,2021,CV9,17,32.5214,Vegetative,0.15
West,2021,CV9,18,23.7373,Vegetative,0.33
West,2021,CV9,19,21.2868,Vegetative,0.16
West,2021,CV10,1,13.1779,Vegetative,0.47
West,2021,CV10,2,25.2412,Vegetative,0.21
West,2021,CV10,3,14.066,Vegetative,0.19
West,2021,CV10,4,20.8093,Vegetative,0.29
West,2021,CV10,5,19.5896,Vegetative,0.22
West,2021,CV10,6,10.6646,Vegetative,0.24
West,2021,CV10,7,11.3316,Vegetative,0.28
West,2021,CV10,8,16.6278,Vegetative,0.21
West,2021,CV10,9,12.2425,Vegetative,0.1
West,2021,CV10,10,14.6829,Vegetative,0.15
West,2021,CV10,11,9.2851,Vegetative,0.12
West,2021,CV10,12,9.6753,Vegetative,0.2
West,2021,CV10,13,6.371,Vegetative,0.11
West,2021,CV10,14,16.4066,Vegetative,0.14
West,2021,CV10,15,11.9027,Vegetative,0.25
West,2021,CV10,16,20.8228,Vegetative,0.69
West,2021,CV10,17,25.4919,Vegetative,0.15
West,2021,CV10,18,19.2849,Vegetative,0.3
West,2021,CV10,19,13.8165,Vegetative,0.29
West,2021,CV11,1,10.0958,Vegetative,0.25
West,2021,CV11,2,15.9687,Vegetative,0.29
West,2021,CV11,3,25.0977,Vegetative,0.12
West,2021,CV11,4,16.0678,Vegetative,0.28
West,2021,CV11,5,12.2341,Vegetative,0.58
West,2021,CV11,6,11.5117,Vegetative,0.27
West,2021,CV11,7,15.1191,Vegetative,0.3
West,2021,CV11,8,16.1608,Vegetative,0.26
West,2021,CV11,9,15.2392,Vegetative,0.24
West,2021,CV11,10,10.7766,Vegetative,0.09
West,2021,CV11,11,16.8038,Vegetative,0.11
West,2021,CV11,12,12.139,Vegetative,0.11
West,2021,CV11,13,18.4427,Vegetative,0.09
West,2021,CV11,14,15.3041,Vegetative,0.21
West,2021,CV11,15,12.0167,Vegetative,0.19
West,2021,CV11,16,13.8613,Vegetative,0.22
West,2021,CV11,17,21.2378,Vegetative,0.23
West,2021,CV11,18,13.2337,Vegetative,0.28
West,2021,CV11,19,12.4446,Vegetative,0.23
West,2021,CV12,1,9.2498,Vegetative,0.19
West,2021,CV12,2,15.1489,Vegetative,0.21
West,2021,CV12,3,15.4736,Vegetative,0.35
West,2021,CV12,4,12.0111,Vegetative,0.37
West,2021,CV12,5,8.629,Vegetative,0.34
West,2021,CV12,6,10.9576,Vegetative,0.5
West,2021,CV12,7,11.7909,Vegetative,0.41
West,2021,CV12,8,11.4051,Vegetative,0.45
West,2021,CV12,9,8.9958,Vegetative,0.26
West,2021,CV12,10,7.0334,Vegetative,0.33
West,2021,CV12,11,19.1458,Vegetative,0.25
West,2021,CV12,12,15.0522,Vegetative,0.45
West,2021,CV12,13,11.3225,Vegetative,0.3
West,2021,CV12,14,9.007,Vegetative,0.4
West,2021,CV12,15,9.8576,Vegetative,0.5
West,2021,CV12,16,11.6107,Vegetative,0.39
West,2021,CV12,17,9.5197,Vegetative,0.31
West,2021,CV12,18,10.1303,Vegetative,0.35
West,2021,CV12,19,15.5987,Vegetative,0.32
West,2021,#N/A,1,7.4076,Vegetative,0.35
West,2021,#N/A,2,7.5622,Vegetative,0.4
West,2021,#N/A,3,9.3629,Vegetative,0.37
West,2021,#N/A,4,6.3863,Vegetative,0.35
West,2021,#N/A,5,8.2432,Vegetative,0.4
West,2021,#N/A,6,8.4982,Vegetative,0.44
West,2021,#N/A,7,2.7405,Vegetative,0.36
West,2021,#N/A,8,10.4881,Vegetative,0.4
West,2021,#N/A,9,10.1345,Vegetative,0.28
West,2021,#N/A,10,10.9336,Vegetative,0.42
West,2021,#N/A,11,16.9868,Vegetative,0.29
West,2021,#N/A,12,2.6032,Vegetative,0.23
West,2021,#N/A,13,9.323,Vegetative,0.32
West,2021,#N/A,14,8.5994,Vegetative,0.37
West,2021,#N/A,15,11.7037,Vegetative,0.27
West,2021,#N/A,16,10.6026,Vegetative,0.28
West,2021,#N/A,17,9.7125,Vegetative,0.27
West,2021,#N/A,18,8.4431,Vegetative,0.25
West,2021,#N/A,19,11.2334,Vegetative,0.29
West,2022,CV1,1,15.0424,Vegetative,0.59
West,2022,CV1,2,12.7404,Vegetative,0.27
West,2022,CV1,3,26.6408,Vegetative,0.27
West,2022,CV1,4,23.0234,Vegetative,0.28
West,2022,CV1,5,12.2262,Vegetative,0.25
West,2022,CV1,6,23.0603,Vegetative,0.38
West,2022,CV1,7,16.7189,Vegetative,0.26
West,2022,CV1,8,21.3484,Vegetative,0.34
West,2022,CV1,9,30.0149,Vegetative,0.34
West,2022,CV1,10,15.5751,Vegetative,0.32
West,2022,CV1,11,14.924,Vegetative,0.33
West,2022,CV1,12,19.0233,Vegetative,0.36
West,2022,CV1,13,13.0705,Vegetative,0.35
West,2022,CV1,14,23.4792,Vegetative,0.36
West,2022,CV1,15,25.894,Vegetative,0.36
West,2022,CV1,16,27.0215,Vegetative,0.34
West,2022,CV1,17,32.2723,Vegetative,0.27
West,2022,CV1,18,25.3959,Vegetative,0.29
West,2022,CV1,19,19.6334,Vegetative,0.26
West,2022,CV2,1,9.6616,Vegetative,0.35
West,2022,CV2,2,16.7362,Vegetative,0.36
West,2022,CV2,3,21.4274,Vegetative,0.24
West,2022,CV2,4,14.3217,Vegetative,0.34
West,2022,CV2,5,9.0915,Vegetative,0.27
West,2022,CV2,6,12.3913,Vegetative,0.21
West,2022,CV2,7,12.4027,Vegetative,0.31
West,2022,CV2,8,17.2773,Vegetative,0.3
West,2022,CV2,9,17.651,Vegetative,0.29
West,2022,CV2,10,8.3748,Vegetative,0.35
West,2022,CV2,11,9.7212,Vegetative,0.24
West,2022,CV2,12,5.0591,Vegetative,0.34
West,2022,CV2,13,7.6579,Vegetative,0.27
West,2022,CV2,14,11.1001,Vegetative,0.31
West,2022,CV2,15,14.4125,Vegetative,0.24
West,2022,CV2,16,14.1472,Vegetative,0.2
West,2022,CV2,17,13.4424,Vegetative,0.3
West,2022,CV2,18,8.936,Vegetative,0.27
West,2022,CV2,19,18.0279,Vegetative,0.28
West,2022,CV3,1,21.0637,Vegetative,0.4
West,2022,CV3,2,11.8096,Vegetative,0.28
West,2022,CV3,3,10.7016,Vegetative,0.36
West,2022,CV3,4,11.6338,Vegetative,0.25
West,2022,CV3,5,6.3025,Vegetative,0.37
West,2022,CV3,6,8.0841,Vegetative,0.24
West,2022,CV3,7,9.5733,Vegetative,0.29
West,2022,CV3,8,10.4631,Vegetative,0.29
West,2022,CV3,9,18.4698,Vegetative,0.3
West,2022,CV3,10,9.4344,Vegetative,0.21
West,2022,CV3,11,9.8045,Vegetative,0.27
West,2022,CV3,12,5.3985,Vegetative,0.31
West,2022,CV3,13,12.5629,Vegetative,0.24
West,2022,CV3,14,9.1464,Vegetative,0.26
West,2022,CV3,15,15.0379,Vegetative,0.23
West,2022,CV3,16,16.0589,Vegetative,0.26
West,2022,CV3,17,15.1497,Vegetative,0.28
West,2022,CV3,18,16.7225,Vegetative,0.31
West,2022,CV3,19,28.121,Vegetative,0.35
West,2022,CV4,1,25.0698,Vegetative,0.32
West,2022,CV4,2,10.7071,Vegetative,0.25
West,2022,CV4,3,9.2544,Vegetative,0.29
West,2022,CV4,4,7.3483,Vegetative,0.22
West,2022,CV4,5,6.3627,Vegetative,0.3
West,2022,CV4,6,6.1401,Vegetative,0.34
West,2022,CV4,7,13.8187,Vegetative,0.31
West,2022,CV4,8,10.6853,Vegetative,0.31
West,2022,CV4,9,19.7556,Vegetative,0.31
West,2022,CV4,10,11.2313,Vegetative,0.44
West,2022,CV4,11,14.8318,Vegetative,0.24
West,2022,CV4,12,25.5183,Vegetative,0.39
West,2022,CV4,13,14.2496,Vegetative,0.33
West,2022,CV4,14,10.8247,Vegetative,0.25
West,2022,CV4,15,15,Vegetative,0.34
West,2022,CV4,16,11.7545,Vegetative,0.31
West,2022,CV4,17,17.0946,Vegetative,0.25
West,2022,CV4,18,8.9042,Vegetative,0.27
West,2022,CV4,19,19.9487,Vegetative,0.43
West,2022,CV5,1,22.6137,Vegetative,0.46
West,2022,CV5,2,6.2871,Vegetative,0.38
West,2022,CV5,3,16.8914,Vegetative,0.25
West,2022,CV5,4,17.1557,Vegetative,0.28
West,2022,CV5,5,25.1282,Vegetative,0.33
West,2022,CV5,6,12.6726,Vegetative,0.21
West,2022,CV5,7,24.1822,Vegetative,0.28
West,2022,CV5,8,16.5608,Vegetative,0.24
West,2022,CV5,9,16.6389,Vegetative,0.36
West,2022,CV5,10,13.3433,Vegetative,0.41
West,2022,CV5,11,9.6477,Vegetative,0.33
West,2022,CV5,12,16.0938,Vegetative,0.38
West,2022,CV5,13,14.4482,Vegetative,0.22
West,2022,CV5,14,15.9168,Vegetative,0.24
West,2022,CV5,15,16.1322,Vegetative,0.33
West,2022,CV5,16,18.6341,Vegetative,0.44
West,2022,CV5,17,11.8279,Vegetative,0.38
West,2022,CV5,18,13.3858,Vegetative,0.3
West,2022,CV5,19,18.9722,Vegetative,0.33
West,2022,CV6,1,20.7566,Vegetative,0.24
West,2022,CV6,2,22.2198,Vegetative,0.28
West,2022,CV6,3,19.7962,Vegetative,0.24
West,2022,CV6,4,15.1055,Vegetative,0.27
West,2022,CV6,5,16.1899,Vegetative,0.34
West,2022,CV6,6,12.5983,Vegetative,0.28
West,2022,CV6,7,10.5652,Vegetative,0.28
West,2022,CV6,8,15.1566,Vegetative,0.27
West,2022,CV6,9,12.2208,Vegetative,0.29
West,2022,CV6,10,13.7284,Vegetative,0.27
West,2022,CV6,11,15.4718,Vegetative,0.36
West,2022,CV6,12,23.3001,Vegetative,0.33
West,2022,CV6,13,9.5455,Vegetative,0.34
West,2022,CV6,14,12.7673,Vegetative,0.27
West,2022,CV6,15,10.2948,Vegetative,0.27
West,2022,CV6,16,20.7894,Vegetative,0.35
West,2022,CV6,17,21.4422,Vegetative,0.27
West,2022,CV6,18,12.2302,Vegetative,0.23
West,2022,CV6,19,16.9298,Vegetative,0.24
West,2022,CV7,1,15.4409,Vegetative,0.25
West,2022,CV7,2,19.6521,Vegetative,0.3
West,2022,CV7,3,21.786,Vegetative,0.23
West,2022,CV7,4,16.0526,Vegetative,0.28
West,2022,CV7,5,18.3586,Vegetative,0.33
West,2022,CV7,6,20.3416,Vegetative,0.25
West,2022,CV7,7,17.5241,Vegetative,0.26
West,2022,CV7,8,9.6968,Vegetative,0.26
West,2022,CV7,9,8.5429,Vegetative,0.28
West,2022,CV7,10,16.0793,Vegetative,0.25
West,2022,CV7,11,18.1319,Vegetative,0.24
West,2022,CV7,12,16.6585,Vegetative,0.31
West,2022,CV7,13,12.5634,Vegetative,0.28
West,2022,CV7,14,13.4492,Vegetative,0.25
West,2022,CV7,15,12.4615,Vegetative,0.25
West,2022,CV7,16,21.2649,Vegetative,0.27
West,2022,CV7,17,15.2682,Vegetative,0.23
West,2022,CV7,18,15.0158,Vegetative,0.28
West,2022,CV7,19,15.9008,Vegetative,0.32
West,2022,CV8,1,11.9543,Vegetative,0.27
West,2022,CV8,2,11.8135,Vegetative,0.28
West,2022,CV8,3,3.1879,Vegetative,0.26
West,2022,CV8,4,15.1983,Vegetative,0.25
West,2022,CV8,5,14.8299,Vegetative,0.37
West,2022,CV8,6,5.5109,Vegetative,0.38
West,2022,CV8,7,8.625,Vegetative,0.33
West,2022,CV8,8,6.4473,Vegetative,0.38
West,2022,CV8,9,10.9046,Vegetative,0.3
West,2022,CV8,10,19.0815,Vegetative,0.35
West,2022,CV8,11,11.1088,Vegetative,0.39
West,2022,CV8,12,7.328,Vegetative,0.36
West,2022,CV8,13,11.0744,Vegetative,0.27
West,2022,CV8,14,11.1892,Vegetative,0.29
West,2022,CV8,15,11.706,Vegetative,0.3
West,2022,CV8,16,14.3413,Vegetative,0.36
West,2022,CV8,17,20.9027,Vegetative,0.26
West,2022,CV8,18,24.07,Vegetative,0.28
West,2022,CV8,19,12.4522,Vegetative,0.26
West,2022,CV9,1,13.0013,Vegetative,0.29
West,2022,CV9,2,27.9441,Vegetative,0.3
West,2022,CV9,3,21.177,Vegetative,0.38
West,2022,CV9,4,19.9612,Vegetative,0.37
West,2022,CV9,5,21.9362,Vegetative,0.36
West,2022,CV9,6,22.7452,Vegetative,0.36
West,2022,CV9,7,14.8313,Vegetative,0.36
West,2022,CV9,8,18.7283,Vegetative,0.28
West,2022,CV9,9,16.204,Vegetative,0.34
West,2022,CV9,10,30.2053,Vegetative,0.27
West,2022,CV9,11,24.1745,Vegetative,0.32
West,2022,CV9,12,24.8513,Vegetative,0.43
West,2022,CV9,13,11.8367,Vegetative,0.34
West,2022,CV9,14,17.7029,Vegetative,0.34
West,2022,CV9,15,22.8053,Vegetative,0.29
West,2022,CV9,16,36.3085,Vegetative,0.29
West,2022,CV9,17,36.5825,Vegetative,0.29
West,2022,CV9,18,34.2077,Vegetative,0.3
West,2022,CV9,19,30.9847,Vegetative,0.34
West,2022,CV10,1,10.4957,Vegetative,0.26
West,2022,CV10,2,18.868,Vegetative,0.42
West,2022,CV10,3,14.4678,Vegetative,0.26
West,2022,CV10,4,12.8141,Vegetative,0.37
West,2022,CV10,5,16.4831,Vegetative,0.31
West,2022,CV10,6,10.103,Vegetative,0.33
West,2022,CV10,7,10.7549,Vegetative,0.28
West,2022,CV10,8,27.8617,Vegetative,0.27
West,2022,CV10,9,13.8974,Vegetative,0.35
West,2022,CV10,10,31.5657,Vegetative,0.37
West,2022,CV10,11,10.7932,Vegetative,0.37
West,2022,CV10,12,18.1848,Vegetative,0.37
West,2022,CV10,13,10.8147,Vegetative,0.35
West,2022,CV10,14,15.217,Vegetative,0.32
West,2022,CV10,15,17.0449,Vegetative,0.4
West,2022,CV10,16,18.7336,Vegetative,0.29
West,2022,CV10,17,28.4107,Vegetative,0.3
West,2022,CV10,18,21.1362,Vegetative,0.24
West,2022,CV10,19,19.9443,Vegetative,0.33
West,2022,CV11,2,15.7558,Vegetative,0.25
West,2022,CV11,3,24.2385,Vegetative,0.22
West,2022,CV11,4,11.0758,Vegetative,0.28
West,2022,CV11,5,14.0301,Vegetative,0.23
West,2022,CV11,6,17.2922,Vegetative,0.23
West,2022,CV11,7,13.6556,Vegetative,0.32
West,2022,CV11,8,13.1746,Vegetative,0.26
West,2022,CV11,9,15.0687,Vegetative,0.25
West,2022,CV11,10,14.52,Vegetative,0.24
West,2022,CV11,11,22.1869,Vegetative,0.31
West,2022,CV11,12,14.5936,Vegetative,0.26
West,2022,CV11,13,16.3722,Vegetative,0.27
West,2022,CV11,14,15.27,Vegetative,0.24
West,2022,CV11,15,12.0054,Vegetative,0.23
West,2022,CV11,16,16.9315,Vegetative,0.32
West,2022,CV11,17,26.2888,Vegetative,0.27
West,2022,CV11,18,16.2345,Vegetative,0.23
West,2022,CV11,19,23.0624,Vegetative,0.39
West,2022,CV12,1,11.7936,Vegetative,0.26
West,2022,CV12,2,19.2074,Vegetative,0.26
West,2022,CV12,3,18.7445,Vegetative,0.31
West,2022,CV12,4,13.9843,Vegetative,0.4
West,2022,CV12,5,19.9925,Vegetative,0.26
West,2022,CV12,6,13.6261,Vegetative,0.3
West,2022,CV12,7,21.0615,Vegetative,0.26
West,2022,CV12,8,16.4896,Vegetative,0.28
West,2022,CV12,9,15.314,Vegetative,0.34
West,2022,CV12,10,15.0929,Vegetative,0.34
West,2022,CV12,11,22.1241,Vegetative,0.27
West,2022,CV12,12,16.1818,Vegetative,0.31
West,2022,CV12,13,14.4403,Vegetative,0.32
West,2022,CV12,14,10.9864,Vegetative,0.23
West,2022,CV12,15,10.0747,Vegetative,0.36
West,2022,CV12,16,19.1545,Vegetative,0.38
West,2022,CV12,17,17.4238,Vegetative,0.27
West,2022,CV12,18,12.998,Vegetative,0.41
West,2022,CV12,19,25.6011,Vegetative,0.49
West,2022,#N/A,1,5.3322,Vegetative,0.3
West,2022,#N/A,2,9.0886,Vegetative,0.38
West,2022,#N/A,3,19.2098,Vegetative,0.26
West,2022,#N/A,4,6.9795,Vegetative,0.22
West,2022,#N/A,5,11.9103,Vegetative,0.27
West,2022,#N/A,6,11.3588,Vegetative,0.3
West,2022,#N/A,7,9.4366,Vegetative,0.43
West,2022,#N/A,8,11.8396,Vegetative,0.22
West,2022,#N/A,9,8.2086,Vegetative,0.3
West,2022,#N/A,10,14.1542,Vegetative,0.27
West,2022,#N/A,11,12.1744,Vegetative,0.29
West,2022,#N/A,12,7.7517,Vegetative,0.28
West,2022,#N/A,13,11.8169,Vegetative,0.32
West,2022,#N/A,14,10.5053,Vegetative,0.31
West,2022,#N/A,15,13.9169,Vegetative,0.29
West,2022,#N/A,16,15.3041,Vegetative,0.29
West,2022,#N/A,17,8.3957,Vegetative,0.37
West,2022,#N/A,18,10.8408,Vegetative,0.29
West,2022,#N/A,19,17.812,Vegetative,0.24
North,2021,CV1,1,5.8569,Vegetative,0.41
North,2021,CV1,2,6.8117,Vegetative,0.44
North,2021,CV1,3,24.3001,Vegetative,0.47
North,2021,CV1,4,15.501,Vegetative,0.55
North,2021,CV1,5,5.8754,Vegetative,0.38
North,2021,CV1,6,3.505,Vegetative,0.51
North,2021,CV1,7,4.2055,Vegetative,0.43
North,2021,CV1,8,3.5627,Vegetative,0.4
North,2021,CV1,9,6.6023,Vegetative,0.45
North,2021,CV1,10,5.7114,Vegetative,0.42
North,2021,CV1,11,4.3278,Vegetative,0.53
North,2021,CV1,12,5.085,Vegetative,0.5
North,2021,CV1,13,7.2965,Vegetative,0.48
North,2021,CV1,14,7.7843,Vegetative,0.44
North,2021,CV1,15,8.2096,Vegetative,0.53
North,2021,CV1,16,3.1239,Vegetative,0.49
North,2021,CV1,17,8.038,Vegetative,0.5
North,2021,CV1,18,12.6083,Vegetative,0.48
North,2021,CV1,19,4.9212,Vegetative,0.49
North,2021,CV1,20,9.7223,Vegetative,0.41
North,2021,CV2,1,6.1881,Vegetative,0.4
North,2021,CV2,2,12.1783,Vegetative,0.44
North,2021,CV2,3,8.2635,Vegetative,0.47
North,2021,CV2,4,24.0658,Vegetative,0.44
North,2021,CV2,5,5.3874,Vegetative,0.39
North,2021,CV2,6,4.3383,Vegetative,0.54
North,2021,CV2,7,5.8013,Vegetative,0.39
North,2021,CV2,8,5.2202,Vegetative,0.43
North,2021,CV2,9,8.1017,Vegetative,0.48
North,2021,CV2,10,6.5257,Vegetative,0.5
North,2021,CV2,11,5.284,Vegetative,0.41
North,2021,CV2,12,5.3176,Vegetative,0.47
North,2021,CV2,13,4.1174,Vegetative,0.41
North,2021,CV2,14,21.7339,Vegetative,0.49
North,2021,CV2,15,29.0915,Vegetative,0.44
North,2021,CV2,16,13.4387,Vegetative,0.48
North,2021,CV2,17,10.2498,Vegetative,0.44
North,2021,CV2,18,5.713,Vegetative,0.53
North,2021,CV2,19,16.185,Vegetative,0.54
North,2021,CV2,20,5.3646,Vegetative,0.49
North,2021,CV3,1,5.2158,Vegetative,0.46
North,2021,CV3,2,6.0266,Vegetative,0.42
North,2021,CV3,3,23.2615,Vegetative,0.51
North,2021,CV3,4,9.8662,Vegetative,0.4
North,2021,CV3,5,10.3777,Vegetative,0.51
North,2021,CV3,6,6.1099,Vegetative,0.45
North,2021,CV3,7,4.6657,Vegetative,0.47
North,2021,CV3,8,11.37,Vegetative,0.39
North,2021,CV3,9,6.9697,Vegetative,0.48
North,2021,CV3,10,24.6344,Vegetative,0.51
North,2021,CV3,11,7.6449,Vegetative,0.42
North,2021,CV3,12,5.6465,Vegetative,0.47
North,2021,CV3,13,7.3145,Vegetative,0.43
North,2021,CV3,14,6.3855,Vegetative,0.51
North,2021,CV3,15,7.9825,Vegetative,0.55
North,2021,CV3,16,12.4612,Vegetative,0.47
North,2021,CV3,17,8.5409,Vegetative,0.53
North,2021,CV3,18,21.017,Vegetative,0.56
North,2021,CV3,19,7.8718,Vegetative,0.51
North,2021,CV3,20,10.9201,Vegetative,0.44
North,2021,CV4,1,5.9581,Vegetative,0.5
North,2021,CV4,2,5.9022,Vegetative,0.46
North,2021,CV4,3,6.0048,Vegetative,0.45
North,2021,CV4,4,25.6723,Vegetative,0.47
North,2021,CV4,5,6.7489,Vegetative,0.47
North,2021,CV4,6,15.2265,Vegetative,0.54
North,2021,CV4,7,18.4162,Vegetative,0.54
North,2021,CV4,8,7.1025,Vegetative,0.48
North,2021,CV4,9,8.5827,Vegetative,0.57
North,2021,CV4,10,17.6236,Vegetative,0.5
North,2021,CV4,11,11.9949,Vegetative,0.47
North,2021,CV4,12,4.6225,Vegetative,0.48
North,2021,CV4,13,11.6655,Vegetative,0.47
North,2021,CV4,14,6.284,Vegetative,0.48
North,2021,CV4,15,26.5888,Vegetative,0.45
North,2021,CV4,16,7.5402,Vegetative,0.5
North,2021,CV4,17,7.843,Vegetative,0.41
North,2021,CV4,18,11.4553,Vegetative,0.45
North,2021,CV4,19,5.8396,Vegetative,0.47
North,2021,CV4,20,9.9093,Vegetative,0.5
North,2021,CV5,1,10.0038,Vegetative,0.44
North,2021,CV5,2,6.7563,Vegetative,0.49
North,2021,CV5,3,6.837,Vegetative,0.45
North,2021,CV5,4,9.5467,Vegetative,0.46
North,2021,CV5,5,8.4377,Vegetative,0.37
North,2021,CV5,6,5.0369,Vegetative,0.43
North,2021,CV5,7,7.7074,Vegetative,0.36
North,2021,CV5,8,2.9591,Vegetative,0.42
North,2021,CV5,9,5.6008,Vegetative,0.49
North,2021,CV5,10,8.1356,Vegetative,0.51
North,2021,CV5,11,4.7555,Vegetative,0.53
North,2021,CV5,12,7.9026,Vegetative,0.58
North,2021,CV5,13,10.0334,Vegetative,0.43
North,2021,CV5,14,7.2322,Vegetative,0.5
North,2021,CV5,15,4.3343,Vegetative,0.46
North,2021,CV5,16,18.0075,Vegetative,0.45
North,2021,CV5,17,6.6619,Vegetative,0.46
North,2021,CV5,18,6.4055,Vegetative,0.42
North,2021,CV5,19,3.3124,Vegetative,0.53
North,2021,CV5,20,5.472,Vegetative,0.45
North,2021,CV6,1,18.6893,Vegetative,0.61
North,2021,CV6,2,8.3607,Vegetative,0.53
North,2021,CV6,3,6.3749,Vegetative,0.51
North,2021,CV6,4,9.4312,Vegetative,0.51
North,2021,CV6,5,6.4346,Vegetative,0.42
North,2021,CV6,6,5.804,Vegetative,0.46
North,2021,CV6,7,8.4232,Vegetative,0.46
North,2021,CV6,8,5.3135,Vegetative,0.44
North,2021,CV6,9,6.1465,Vegetative,0.44
North,2021,CV6,10,5.4711,Vegetative,0.42
North,2021,CV6,11,3.7388,Vegetative,0.42
North,2021,CV6,12,5.8085,Vegetative,0.53
North,2021,CV6,13,7.654,Vegetative,0.44
North,2021,CV6,14,18.8853,Vegetative,0.47
North,2021,CV6,15,6.9686,Vegetative,0.53
North,2021,CV6,16,13.3899,Vegetative,0.47
North,2021,CV6,17,7.0599,Vegetative,0.47
North,2021,CV6,18,8.0247,Vegetative,0.5
North,2021,CV6,19,32.7896,Vegetative,0.44
