Location,Season,Genotype,Reps,Iron_ton_ha,Stage,Fe
North,2021,CV6,20,9.2411,Vegetative,0.44
North,2021,CV7,1,17.8928,Vegetative,0.46
North,2021,CV7,2,5.271,Vegetative,0.32
North,2021,CV7,3,12.095,Vegetative,0.48
North,2021,CV7,4,15.2079,Vegetative,0.5
North,2021,CV7,5,12.1812,Vegetative,0.43
North,2021,CV7,6,5.4815,Vegetative,0.44
North,2021,CV7,7,12.6879,Vegetative,0.49
North,2021,CV7,8,12.6536,Vegetative,0.62
North,2021,CV7,9,5.5209,Vegetative,0.49
North,2021,CV7,10,3.0426,Vegetative,0.52
North,2021,CV7,11,7.3267,Vegetative,0.55
North,2021,CV7,12,8.275,Vegetative,0.53
North,2021,CV7,13,15.0817,Vegetative,0.45
North,2021,CV7,14,10.1605,Vegetative,0.46
North,2021,CV7,15,16.2261,Vegetative,0.46
North,2021,CV7,16,7.6308,Vegetative,0.44
North,2021,CV7,17,8.81,Vegetative,0.39
North,2021,CV7,18,21.9169,Vegetative,0.4
North,2021,CV7,19,8.3843,Vegetative,0.31
North,2021,CV7,20,4.3016,Vegetative,0.37
North,2021,CV8,1,5.7395,Vegetative,0.41
North,2021,CV8,2,17.8655,Vegetative,0.46
North,2021,CV8,3,5.4423,Vegetative,0.46
North,2021,CV8,4,7.5926,Vegetative,0.45
North,2021,CV8,5,11.3395,Vegetative,0.48
North,2021,CV8,6,9.4514,Vegetative,0.48
North,2021,CV8,7,14.1637,Vegetative,0.42
North,2021,CV8,8,4.4442,Vegetative,0.43
North,2021,CV8,9,21.4304,Vegetative,0.47
North,2021,CV8,10,7.3876,Vegetative,0.45
North,2021,CV8,11,24.2707,Vegetative,0.47
North,2021,CV8,12,20.794,Vegetative,0.37
North,2021,CV8,13,20.2849,Vegetative,0.51
North,2021,CV8,14,12.2745,Vegetative,0.48
North,2021,CV8,15,4.5137,Vegetative,0.45
North,2021,CV8,16,5.2105,Vegetative,0.49
North,2021,CV8,17,14.5298,Vegetative,0.47
North,2021,CV8,18,19.8557,Vegetative,0.5
North,2021,CV8,19,7.7083,Vegetative,0.4
North,2021,CV8,20,11.5241,Vegetative,0.39
North,2021,CV9,1,5.4094,Vegetative,0.41
North,2021,CV9,2,6.4905,Vegetative,0.52
North,2021,CV9,3,21.3849,Vegetative,0.4
North,2021,CV9,4,14.7068,Vegetative,0.45
North,2021,CV9,5,4.6415,Vegetative,0.41
North,2021,CV9,6,10.4063,Vegetative,0.4
North,2021,CV9,7,8.1045,Vegetative,0.47
North,2021,CV9,8,4.9297,Vegetative,0.42
North,2021,CV9,9,8.1976,Vegetative,0.41
North,2021,CV9,10,3.7847,Vegetative,0.39
North,2021,CV9,11,12.5845,Vegetative,0.4
North,2021,CV9,12,25.2361,Vegetative,0.37
North,2021,CV9,13,37.2039,Vegetative,0.4
North,2021,CV9,14,13.1607,Vegetative,0.33
North,2021,CV9,15,9.8879,Vegetative,0.44
North,2021,CV9,16,4.2539,Vegetative,0.38
North,2021,CV9,17,16.4074,Vegetative,0.37
North,2021,CV9,18,17.492,Vegetative,0.41
North,2021,CV9,19,22.2609,Vegetative,0.38
North,2021,CV9,20,6.4953,Vegetative,0.44
North,2021,CV10,1,15.0082,Vegetative,0.42
North,2021,CV10,2,13.7532,Vegetative,0.41
North,2021,CV10,3,22.9239,Vegetative,0.46
North,2021,CV10,4,7.9287,Vegetative,0.45
North,2021,CV10,5,12.1302,Vegetative,0.41
North,2021,CV10,6,5.3026,Vegetative,0.43
North,2021,CV10,7,18.0114,Vegetative,0.41
North,2021,CV10,8,17.9961,Vegetative,0.46
North,2021,CV10,9,3.8852,Vegetative,0.43
North,2021,CV10,10,16.3509,Vegetative,0.39
North,2021,CV10,11,20.3261,Vegetative,0.34
North,2021,CV10,12,5.4225,Vegetative,0.36
North,2021,CV10,13,14.6954,Vegetative,0.4
North,2021,CV10,14,12.6887,Vegetative,0.43
North,2021,CV10,15,21.132,Vegetative,0.48
North,2021,CV10,16,6.3835,Vegetative,0.36
North,2021,CV10,17,6.0039,Vegetative,0.43
North,2021,CV10,18,6.2526,Vegetative,0.34
North,2021,CV10,19,9.4791,Vegetative,0.44
North,2021,CV10,20,11.0267,Vegetative,0.4
North,2021,CV11,1,8.8688,Vegetative,0.39
North,2021,CV11,2,29.4468,Vegetative,0.47
North,2021,CV11,3,26.2039,Vegetative,0.48
North,2021,CV11,4,13.0887,Vegetative,0.5
North,2021,CV11,5,6.8607,Vegetative,0.4
North,2021,CV11,6,13.8374,Vegetative,0.51
North,2021,CV11,7,12.5409,Vegetative,0.48
North,2021,CV11,8,7.907,Vegetative,0.44
North,2021,CV11,9,12.9602,Vegetative,0.4
North,2021,CV11,10,8.4679,Vegetative,0.42
North,2021,CV11,11,5.9061,Vegetative,0.43
North,2021,CV11,12,8.4909,Vegetative,0.47
North,2021,CV11,13,12.5455,Vegetative,0.48
North,2021,CV11,14,12.5722,Vegetative,0.49
North,2021,CV11,15,13.8043,Vegetative,0.46
North,2021,CV11,16,9.452,Vegetative,0.48
North,2021,CV11,17,5.1077,Vegetative,0.47
North,2021,CV11,18,4.9225,Vegetative,0.56
North,2021,CV11,19,21.278,Vegetative,0.44
North,2021,CV11,20,5.3598,Vegetative,0.47
North,2021,CV12,1,36.5986,Vegetative,0.46
North,2021,CV12,2,49.2385,Vegetative,0.42
North,2021,CV12,3,23.5694,Vegetative,0.48
North,2021,CV12,4,25.4483,Vegetative,0.36
North,2021,CV12,5,15.7553,Vegetative,0.42
North,2021,CV12,6,8.5483,Vegetative,0.45
North,2021,CV12,7,10.6039,Vegetative,0.44
North,2021,CV12,8,12.0135,Vegetative,0.5
North,2021,CV12,9,13.8486,Vegetative,0.47
North,2021,CV12,10,21.3565,Vegetative,0.52
North,2021,CV12,11,11.0121,Vegetative,0.5
North,2021,CV12,12,7.5602,Vegetative,0.47
North,2021,CV12,13,10.1958,Vegetative,0.5
North,2021,CV12,14,14.9783,Vegetative,0.42
North,2021,CV12,15,4.4854,Vegetative,0.54
North,2021,CV12,16,14.5455,Vegetative,0.46
North,2021,CV12,17,15.69,Vegetative,0.47
North,2021,CV12,18,19.0309,Vegetative,0.47
North,2021,CV12,19,6.9247,Vegetative,0.43
North,2021,CV12,20,9.9576,Vegetative,0.47
North,2022,CV1,1,8.0127,Vegetative,0.29
North,2022,CV1,2,13.5794,Vegetative,0.24
North,2022,CV1,3,28.5653,Vegetative,0.32
North,2022,CV1,4,6.4937,Vegetative,0.31
North,2022,CV1,5,7.4111,Vegetative,0.26
North,2022,CV1,6,35.4547,Vegetative,0.2
North,2022,CV1,7,9.1248,Vegetative,0.28
North,2022,CV1,8,30.06,Vegetative,0.28
North,2022,CV1,9,5.3444,Vegetative,0.28
North,2022,CV1,10,6.273,Vegetative,0.29
North,2022,CV1,11,4.8219,Vegetative,0.31
North,2022,CV1,12,5.3039,Vegetative,0.31
North,2022,CV1,13,55.0986,Vegetative,0.31
North,2022,CV1,14,16.8704,Vegetative,0.31
North,2022,CV1,15,16.2918,Vegetative,0.32
North,2022,CV1,16,20.8424,Vegetative,0.3
North,2022,CV1,17,5.2393,Vegetative,0.33
North,2022,CV1,18,10.4318,Vegetative,0.27
North,2022,CV1,19,4.0453,Vegetative,0.33
North,2022,CV1,20,14.8521,Vegetative,0.29
North,2022,CV2,1,6.0291,Vegetative,0.27
North,2022,CV2,2,9.5488,Vegetative,0.24
North,2022,CV2,3,7.9453,Vegetative,0.3
North,2022,CV2,4,23.8807,Vegetative,0.23
North,2022,CV2,5,21.4219,Vegetative,0.27
North,2022,CV2,6,15.6908,Vegetative,0.28
North,2022,CV2,7,26.2686,Vegetative,0.29
North,2022,CV2,8,7.1197,Vegetative,0.26
North,2022,CV2,9,7.1611,Vegetative,0.26
North,2022,CV2,10,4.7174,Vegetative,0.3
North,2022,CV2,11,21.3301,Vegetative,0.27
North,2022,CV2,12,6.6026,Vegetative,0.29
North,2022,CV2,13,3.9526,Vegetative,0.3
North,2022,CV2,14,6.7183,Vegetative,0.23
North,2022,CV2,15,1.1172,Vegetative,0.28
North,2022,CV2,16,4.3653,Vegetative,0.3
North,2022,CV2,17,10.2812,Vegetative,0.25
North,2022,CV2,18,3.6717,Vegetative,0.3
North,2022,CV2,19,6.7379,Vegetative,0.33
North,2022,CV2,20,11.3633,Vegetative,0.28
North,2022,CV3,1,3.2677,Vegetative,0.27
North,2022,CV3,2,18.2513,Vegetative,0.26
North,2022,CV3,3,35.6715,Vegetative,0.31
North,2022,CV3,4,33.6988,Vegetative,0.21
North,2022,CV3,5,7.0824,Vegetative,0.27
North,2022,CV3,6,26.854,Vegetative,0.23
North,2022,CV3,7,12.3999,Vegetative,0.27
North,2022,CV3,8,8.8224,Vegetative,0.32
North,2022,CV3,9,2.2637,Vegetative,0.25
North,2022,CV3,10,18.9111,Vegetative,0.26
North,2022,CV3,11,3.2243,Vegetative,0.28
North,2022,CV3,12,19.0138,Vegetative,0.29
North,2022,CV3,13,19.5361,Vegetative,0.26
North,2022,CV3,14,7.9931,Vegetative,0.27
North,2022,CV3,15,20.7083,Vegetative,0.25
North,2022,CV3,16,16.8641,Vegetative,0.25
North,2022,CV3,17,24.3332,Vegetative,0.26
North,2022,CV3,18,5.6799,Vegetative,0.25
North,2022,CV3,19,22.1361,Vegetative,0.22
North,2022,CV3,20,5.4203,Vegetative,0.28
North,2022,CV4,1,20.5182,Vegetative,0.26
North,2022,CV4,2,7.0741,Vegetative,0.29
North,2022,CV4,3,5.8658,Vegetative,0.27
North,2022,CV4,4,18.3681,Vegetative,0.22
North,2022,CV4,5,3.81,Vegetative,0.29
North,2022,CV4,6,40.4287,Vegetative,0.24
North,2022,CV4,7,1.4271,Vegetative,0.28
North,2022,CV4,8,5.3097,Vegetative,0.25
North,2022,CV4,9,8.8159,Vegetative,0.27
North,2022,CV4,10,46.5051,Vegetative,0.24
North,2022,CV4,11,14.1346,Vegetative,0.24
North,2022,CV4,12,10.7017,Vegetative,0.28
North,2022,CV4,13,23.8896,Vegetative,0.26
North,2022,CV4,14,3.9725,Vegetative,0.25
North,2022,CV4,15,5.5811,Vegetative,0.23
North,2022,CV4,16,20.2996,Vegetative,0.23
North,2022,CV4,17,9.7325,Vegetative,0.22
North,2022,CV4,18,21.0999,Vegetative,0.27
North,2022,CV4,19,11.8598,Vegetative,0.29
North,2022,CV4,20,32.5733,Vegetative,0.24
North,2022,CV5,1,20.9006,Vegetative,0.35
North,2022,CV5,2,8.2447,Vegetative,
North,2022,CV5,3,29.9762,Vegetative,0.28
North,2022,CV5,4,18.5376,Vegetative,0.27
North,2022,CV5,5,11.059,Vegetative,0.3
North,2022,CV5,6,25.9343,Vegetative,0.25
North,2022,CV5,7,13.2286,Vegetative,0.28
North,2022,CV5,8,4.4849,Vegetative,0.27
North,2022,CV5,9,3.2642,Vegetative,0.23
North,2022,CV5,10,14.3307,Vegetative,0.31
North,2022,CV5,11,2.8978,Vegetative,0.24
North,2022,CV5,12,11.3388,Vegetative,0.27
North,2022,CV5,13,5.9741,Vegetative,0.28
North,2022,CV5,14,5.6052,Vegetative,0.29
North,2022,CV5,15,8.1365,Vegetative,0.27
North,2022,CV5,16,9.6718,Vegetative,0.25
North,2022,CV5,17,11.2967,Vegetative,0.3
North,2022,CV5,18,11.03,Vegetative,0.29
North,2022,CV5,19,12.4643,Vegetative,0.24
North,2022,CV5,20,12.5875,Vegetative,0.28
North,2022,CV6,1,21.3501,Vegetative,0.26
North,2022,CV6,2,7.3082,Vegetative,0.28
North,2022,CV6,3,8.5092,Vegetative,0.25
North,2022,CV6,4,6.1425,Vegetative,0.31
North,2022,CV6,5,5.7192,Vegetative,0.27
North,2022,CV6,6,7.0295,Vegetative,0.28
North,2022,CV6,7,16.8781,Vegetative,0.28
North,2022,CV6,8,7.6061,Vegetative,0.29
North,2022,CV6,9,28.309,Vegetative,0.28
North,2022,CV6,10,10.0889,Vegetative,0.26
North,2022,CV6,11,10.0975,Vegetative,0.29
North,2022,CV6,12,6.7532,Vegetative,0.24
North,2022,CV6,13,20.194,Vegetative,
North,2022,CV6,14,11.4567,Vegetative,0.3
North,2022,CV6,15,23.311,Vegetative,0.28
North,2022,CV6,16,16.1144,Vegetative,0.28
North,2022,CV6,17,16.0717,Vegetative,0.24
North,2022,CV6,18,9.9988,Vegetative,0.22
North,2022,CV6,19,12.2296,Vegetative,0.24
North,2022,CV6,20,8.9177,Vegetative,0.23
North,2022,CV7,1,18.2003,Vegetative,0.25
North,2022,CV7,2,20.591,Vegetative,0.28
North,2022,CV7,3,8.2346,Vegetative,0.27
North,2022,CV7,4,12.4125,Vegetative,0.3
North,2022,CV7,5,16.3438,Vegetative,0.31
North,2022,CV7,6,20.482,Vegetative,0.19
North,2022,CV7,7,3.4031,Vegetative,0.32
North,2022,CV7,8,8.4941,Vegetative,0.25
North,2022,CV7,9,14.4422,Vegetative,0.25
North,2022,CV7,10,3.8325,Vegetative,0.28
North,2022,CV7,11,4.0098,Vegetative,0.23
North,2022,CV7,12,6.8821,Vegetative,0.28
North,2022,CV7,13,24.8937,Vegetative,0.29
North,2022,CV7,14,13.6539,Vegetative,0.27
North,2022,CV7,15,7.0079,Vegetative,0.21
North,2022,CV7,16,5.8742,Vegetative,0.28
North,2022,CV7,17,9.5135,Vegetative,0.31
North,2022,CV7,18,8.6059,Vegetative,0.19
North,2022,CV7,19,12.8781,Vegetative,0.24
North,2022,CV7,20,11.3152,Vegetative,0.14
North,2022,CV8,1,5.5238,Vegetative,0.22
North,2022,CV8,2,7.866,Vegetative,0.32
North,2022,CV8,3,8.1974,Vegetative,0.25
North,2022,CV8,4,11.5629,Vegetative,0.25
North,2022,CV8,5,3.5877,Vegetative,0.31
North,2022,CV8,6,4.2673,Vegetative,0.27
North,2022,CV8,7,14.5027,Vegetative,0.27
North,2022,CV8,8,17.2021,Vegetative,0.31
North,2022,CV8,9,4.326,Vegetative,0.27
North,2022,CV8,10,4.4595,Vegetative,0.33
North,2022,CV8,11,9.5043,Vegetative,0.29
North,2022,CV8,12,23.2578,Vegetative,0.33
North,2022,CV8,13,18.292,Vegetative,0.29
North,2022,CV8,14,26.6107,Vegetative,0.29
North,2022,CV8,15,5.4322,Vegetative,0.33
North,2022,CV8,16,10.1668,Vegetative,0.32
North,2022,CV8,17,6.7425,Vegetative,0.22
North,2022,CV8,18,9.5335,Vegetative,0.21
North,2022,CV8,19,2.4741,Vegetative,0.28
North,2022,CV8,20,8.9076,Vegetative,0.25
North,2022,CV9,1,7.5458,Vegetative,0.29
North,2022,CV9,2,19.278,Vegetative,0.18
North,2022,CV9,3,18.5917,Vegetative,0.28
North,2022,CV9,4,6.5829,Vegetative,0.23
North,2022,CV9,5,10.1717,Vegetative,0.2
North,2022,CV9,6,10.7758,Vegetative,0.17
North,2022,CV9,7,10.9218,Vegetative,0.25
North,2022,CV9,8,3.9535,Vegetative,0.31
North,2022,CV9,9,1.7748,Vegetative,0.21
North,2022,CV9,10,7.5388,Vegetative,0.24
North,2022,CV9,11,7.8846,Vegetative,0.24
North,2022,CV9,12,1.4086,Vegetative,0.27
North,2022,CV9,13,2.9249,Vegetative,0.24
North,2022,CV9,14,10.7122,Vegetative,0.29
North,2022,CV9,15,4.2198,Vegetative,0.26
North,2022,CV9,16,1.7629,Vegetative,0.3
North,2022,CV9,17,32.4059,Vegetative,0.32
North,2022,CV9,18,9.5689,Vegetative,0.23
North,2022,CV9,19,7.7566,Vegetative,0.31
North,2022,CV9,20,2.8496,Vegetative,0.23
North,2022,CV10,1,11.6682,Vegetative,0.2
North,2022,CV10,2,3.0797,Vegetative,0.17
North,2022,CV10,3,6.0714,Vegetative,0.26
North,2022,CV10,4,6.4267,Vegetative,0.26
North,2022,CV10,5,2.128,Vegetative,0.24
North,2022,CV10,6,5.6573,Vegetative,0.22
North,2022,CV10,7,4.3935,Vegetative,0.24
North,2022,CV10,8,1.8028,Vegetative,0.31
North,2022,CV10,9,4.2735,Vegetative,0.25
North,2022,CV10,10,1.0982,Vegetative,0.24
North,2022,CV10,11,2.5049,Vegetative,0.26
North,2022,CV10,12,2.1674,Vegetative,0.21
North,2022,CV10,13,3.7007,Vegetative,0.24
North,2022,CV10,14,8.5724,Vegetative,0.24
North,2022,CV10,15,0.3374,Vegetative,0.3
North,2022,CV10,16,3.1187,Vegetative,0.27
North,2022,CV10,17,2.2452,Vegetative,0.24
North,2022,CV10,18,1.5084,Vegetative,0.28
North,2022,CV10,19,16.2483,Vegetative,0.29
North,2022,CV10,20,6.0789,Vegetative,0.29
North,2022,CV11,1,14.4046,Vegetative,0.29
North,2022,CV11,2,10.6347,Vegetative,0.29
North,2022,CV11,3,46.2384,Vegetative,0.32
North,2022,CV11,4,19.6954,Vegetative,0.28
North,2022,CV11,5,5.232,Vegetative,0.26
North,2022,CV11,6,5.1922,Vegetative,0.3
North,2022,CV11,7,4.7577,Vegetative,0.3
North,2022,CV11,8,4.9374,Vegetative,0.29
North,2022,CV11,9,7.6335,Vegetative,0.27
North,2022,CV11,10,3.8292,Vegetative,0.28
North,2022,CV11,11,14.3784,Vegetative,0.19
North,2022,CV11,12,4.321,Vegetative,0.32
North,2022,CV11,13,52.6706,Vegetative,0.31
North,2022,CV11,14,26.12,Vegetative,0.29
North,2022,CV11,15,18.6462,Vegetative,0.33
North,2022,CV11,16,4.7959,Vegetative,0.44
North,2022,CV11,17,3.6615,Vegetative,0.31
North,2022,CV11,18,5.3414,Vegetative,0.28
North,2022,CV11,19,12.2772,Vegetative,0.3
North,2022,CV11,20,20.7207,Vegetative,0.27
North,2022,CV12,1,38.2931,Vegetative,0.26
North,2022,CV12,2,67.9717,Vegetative,0.29
North,2022,CV12,3,33.8628,Vegetative,0.35
North,2022,CV12,4,27.8097,Vegetative,0.34
North,2022,CV12,5,18.2468,Vegetative,0.27
North,2022,CV12,6,15.5448,Vegetative,0.27
North,2022,CV12,7,3.9413,Vegetative,0.25
North,2022,CV12,8,8.1644,Vegetative,0.26
North,2022,CV12,9,20.4855,Vegetative,0.22
North,2022,CV12,10,17.4113,Vegetative,0.27
North,2022,CV12,11,4.2479,Vegetative,0.25
North,2022,CV12,12,9.6906,Vegetative,0.26
North,2022,CV12,13,12.9482,Vegetative,0.24
North,2022,CV12,14,10.74,Vegetative,0.26
North,2022,CV12,15,8.7578,Vegetative,0.21
North,2022,CV12,16,16.3071,Vegetative,0.22
North,2022,CV12,17,12.3058,Vegetative,0.26
North,2022,CV12,18,25.3183,Vegetative,0.27
North,2022,CV12,19,9.769,Vegetative,0.23
North,2022,CV12,20,5.8006,Vegetative,0.24
East,2021,CV1,1,21.7127,Reproductive,0.37
East,2021,CV1,2,8.734,Reproductive,0.32
East,2021,CV1,3,9.5003,Reproductive,0.33
East,2021,CV1,4,5.9481,Reproductive,0.3
East,2021,CV1,5,7.4608,Reproductive,0.34
East,2021,CV1,6,20.5326,Reproductive,0.33
East,2021,CV1,7,19.8532,Reproductive,0.31
East,2021,CV1,8,7.9718,Reproductive,0.31
East,2021,CV1,9,15.0087,Reproductive,0.3
East,2021,CV1,10,5.6608,Reproductive,0.31
East,2021,CV1,11,21.8885,Reproductive,0.3
East,2021,CV1,12,16.8896,Reproductive,0.3
East,2021,CV1,13,6.2757,Reproductive,0.29
East,2021,CV1,14,7.5574,Reproductive,0.28
East,2021,CV1,15,7.8064,Reproductive,0.29
East,2021,CV1,16,9.0884,Reproductive,0.32
East,2021,CV1,17,8.6052,Reproductive,0.32
East,2021,CV1,18,8.2875,Reproductive,0.31
East,2021,CV1,19,11.5893,Reproductive,0.33
East,2021,CV1,20,8.0175,Reproductive,0.3
East,2021,CV2,1,16.9369,Reproductive,0.3
East,2021,CV2,2,5.0475,Reproductive,0.28
East,2021,CV2,3,6.6257,Reproductive,0.29
East,2021,CV2,4,4.298,Reproductive,0.26
East,2021,CV2,5,3.0783,Reproductive,0.28
East,2021,CV2,6,17.407,Reproductive,0.29
East,2021,CV2,7,3.3106,Reproductive,0.29
East,2021,CV2,8,7.8296,Reproductive,0.31
East,2021,CV2,9,1.2931,Reproductive,0.24
East,2021,CV2,10,3.6554,Reproductive,0.28
East,2021,CV2,11,11.1033,Reproductive,0.28
East,2021,CV2,12,9.3645,Reproductive,0.32
East,2021,CV2,13,9.335,Reproductive,0.28
East,2021,CV2,14,8.8226,Reproductive,0.28
East,2021,CV2,15,7.7412,Reproductive,0.31
East,2021,CV2,16,9.0417,Reproductive,0.27
East,2021,CV2,17,7.2107,Reproductive,0.31
East,2021,CV2,18,4.9943,Reproductive,0.33
East,2021,CV2,19,8.1762,Reproductive,0.33
East,2021,CV2,20,6.5323,Reproductive,0.3
East,2021,CV3,1,19.8604,Reproductive,0.27
East,2021,CV3,3,8.5195,Reproductive,0.28
East,2021,CV3,4,6.6725,Reproductive,0.3
East,2021,CV3,5,9.2966,Reproductive,0.3
East,2021,CV3,6,16.4475,Reproductive,0.28
East,2021,CV3,7,25.3036,Reproductive,0.3
East,2021,CV3,8,7.9092,Reproductive,0.29
East,2021,CV3,9,6.2444,Reproductive,0.27
East,2021,CV3,10,8.1068,Reproductive,0.31
East,2021,CV3,11,8.3097,Reproductive,0.26
East,2021,CV3,12,27.3571,Reproductive,0.31
East,2021,CV3,13,7.2069,Reproductive,0.31
East,2021,CV3,14,19.0869,Reproductive,0.31
East,2021,CV3,15,8.1706,Reproductive,0.3
East,2021,CV3,16,5.0987,Reproductive,0.29
East,2021,CV3,17,10.8302,Reproductive,0.31
East,2021,CV3,18,8.1015,Reproductive,0.35
East,2021,CV3,19,5.5515,Reproductive,0.29
East,2021,CV3,20,9.1292,Reproductive,0.28
East,2021,CV4,1,24.5038,Reproductive,0.33
East,2021,CV4,2,9.2269,Reproductive,0.12
East,2021,CV4,3,2.3876,Reproductive,0.16
East,2021,CV4,4,3.3808,Reproductive,0.34
East,2021,CV4,5,3.8297,Reproductive,0.29
East,2021,CV4,6,0.7033,Reproductive,0.35
East,2021,CV4,7,9.8258,Reproductive,0.32
East,2021,CV4,8,12.6526,Reproductive,0.29
East,2021,CV4,9,12.0669,Reproductive,0.32
East,2021,CV4,10,9.2066,Reproductive,0.36
East,2021,CV4,11,12.0835,Reproductive,0.36
East,2021,CV4,12,7.423,Reproductive,0.36
East,2021,CV4,13,12.8626,Reproductive,0.38
East,2021,CV4,14,7.8124,Reproductive,0.34
East,2021,CV4,15,2.0709,Reproductive,0.39
East,2021,CV4,16,10.2201,Reproductive,0.22
East,2021,CV4,17,7.4638,Reproductive,0.33
East,2021,CV4,18,11.679,Reproductive,0.38
East,2021,CV4,19,10.8766,Reproductive,0.36
East,2021,CV4,20,8.0137,Reproductive,0.35
East,2021,CV5,1,15.6785,Reproductive,0.3
East,2021,CV5,2,4.5316,Reproductive,0.29
East,2021,CV5,3,3.4444,Reproductive,0.25
East,2021,CV5,4,6.1723,Reproductive,0.27
East,2021,CV5,5,22.8275,Reproductive,0.31
East,2021,CV5,6,18.1803,Reproductive,0.35
East,2021,CV5,7,3.8423,Reproductive,0.34
East,2021,CV5,8,5.3482,Reproductive,0.36
East,2021,CV5,9,4.5714,Reproductive,0.28
East,2021,CV5,10,13.3601,Reproductive,0.33
East,2021,CV5,11,8.9675,Reproductive,0.35
East,2021,CV5,12,7.3105,Reproductive,0.3
East,2021,CV5,13,6.124,Reproductive,0.36
East,2021,CV5,14,7.2898,Reproductive,0.34
East,2021,CV5,15,2.301,Reproductive,0.35
East,2021,CV5,16,9.642,Reproductive,0.31
East,2021,CV5,17,5.1692,Reproductive,0.34
East,2021,CV5,18,17.878,Reproductive,0.37
East,2021,CV5,19,16.6433,Reproductive,0.37
East,2021,CV5,20,15.186,Reproductive,0.37
East,2021,CV6,1,13.4026,Reproductive,0.26
East,2021,CV6,2,4.0009,Reproductive,0.26
East,2021,CV6,3,5.3791,Reproductive,0.28
East,2021,CV6,4,4.2936,Reproductive,0.25
East,2021,CV6,5,17.7228,Reproductive,0.32
East,2021,CV6,6,15.5804,Reproductive,0.37
East,2021,CV6,7,10.095,Reproductive,0.33
East,2021,CV6,8,2.2066,Reproductive,0.28
East,2021,CV6,9,5.4011,Reproductive,0.31
East,2021,CV6,10,10.0975,Reproductive,0.33
East,2021,CV6,11,5.8508,Reproductive,0.3
East,2021,CV6,12,10.6604,Reproductive,0.29
East,2021,CV6,13,8.4938,Reproductive,0.29
East,2021,CV6,14,5.4784,Reproductive,0.29
East,2021,CV6,15,8.0645,Reproductive,0.36
East,2021,CV6,16,2.7485,Reproductive,0.36
East,2021,CV6,17,7.0694,Reproductive,0.27
East,2021,CV6,18,26.8574,Reproductive,0.4
East,2021,CV6,19,35.4026,Reproductive,0.36
East,2021,CV6,20,8.6935,Reproductive,0.37
East,2021,CV7,1,13.6426,Reproductive,0.29
East,2021,CV7,2,4.484,Reproductive,0.29
East,2021,CV7,3,2.927,Reproductive,0.31
East,2021,CV7,4,2.0721,Reproductive,0.3
East,2021,CV7,5,12.4155,Reproductive,0.35
East,2021,CV7,6,9.1939,Reproductive,0.35
East,2021,CV7,7,9.7758,Reproductive,0.31
East,2021,CV7,8,3.4473,Reproductive,0.3
East,2021,CV7,9,8.2727,Reproductive,0.35
East,2021,CV7,10,6.4188,Reproductive,0.31
East,2021,CV7,11,7.1144,Reproductive,0.35
East,2021,CV7,12,7.1526,Reproductive,0.33
East,2021,CV7,13,7.335,Reproductive,0.33
East,2021,CV7,14,3.0495,Reproductive,0.31
East,2021,CV7,15,6.0528,Reproductive,0.33
East,2021,CV7,16,10.7678,Reproductive,0.35
East,2021,CV7,17,3.1894,Reproductive,0.3
East,2021,CV7,18,9.3059,Reproductive,0.33
East,2021,CV7,19,7.4625,Reproductive,0.3
East,2021,CV7,20,3.204,Reproductive,0.29
East,2021,CV8,1,13.2573,Reproductive,0.29
East,2021,CV8,2,3.6541,Reproductive,0.29
East,2021,CV8,3,2.0205,Reproductive,0.29
East,2021,CV8,4,8.0862,Reproductive,0.28
East,2021,CV8,5,16.7108,Reproductive,0.28
East,2021,CV8,6,13.0854,Reproductive,0.36
East,2021,CV8,7,6.8604,Reproductive,0.34
East,2021,CV8,8,6.6806,Reproductive,0.27
East,2021,CV8,9,4.8698,Reproductive,0.35
East,2021,CV8,10,7.9262,Reproductive,0.31
East,2021,CV8,11,0.7067,Reproductive,0.35
East,2021,CV8,12,13.5985,Reproductive,0.34
East,2021,CV8,13,8.3491,Reproductive,0.31
East,2021,CV8,14,7.3554,Reproductive,0.34
East,2021,CV8,15,4.1707,Reproductive,0.37
East,2021,CV8,16,6.0003,Reproductive,0.29
East,2021,CV8,17,2.9332,Reproductive,0.3
East,2021,CV8,18,8.043,Reproductive,0.35
East,2021,CV8,19,4.5451,Reproductive,0.3
East,2021,CV8,20,6.0978,Reproductive,0.31
East,2021,CV9,1,7.5833,Reproductive,0.26
East,2021,CV9,2,4.1246,Reproductive,0.22
East,2021,CV9,3,3.0873,Reproductive,0.22
East,2021,CV9,4,7.4287,Reproductive,0.24
East,2021,CV9,5,11.4825,Reproductive,0.28
East,2021,CV9,6,6.2228,Reproductive,0.3
East,2021,CV9,7,6.0621,Reproductive,0.29
East,2021,CV9,8,3.5002,Reproductive,0.3
East,2021,CV9,9,2.758,Reproductive,0.27
East,2021,CV9,10,7.6637,Reproductive,0.3
East,2021,CV9,11,3.484,Reproductive,0.31
East,2021,CV9,12,17.7713,Reproductive,0.32
East,2021,CV9,13,11.3318,Reproductive,0.33
East,2021,CV9,14,8.6392,Reproductive,0.3
East,2021,CV9,15,6.0482,Reproductive,0.33
East,2021,CV9,16,2.5544,Reproductive,0.34
East,2021,CV9,17,6.9769,Reproductive,0.3
East,2021,CV9,18,8.8261,Reproductive,0.3
East,2021,CV9,19,3.5171,Reproductive,0.29
