Season ,Genotype,Nitrogen,Shoot,Length_mm,Width_mm,Area_mm2,Weight_mg
2023,CV_9,ENV_3,Main stem,5.900,3.400,14.900,34.680
2023,CV_9,ENV_3,Main stem,6.100,4.100,18.400,47.210
2023,CV_9,ENV_3,Main stem,5.600,3.700,15.200,36.600
2023,CV_9,ENV_3,Main stem,5.900,4.200,19.300,47.850
2023,CV_9,ENV_3,Main stem,5.900,3.600,15.900,35.930
2023,CV_9,ENV_3,Main stem,6.200,4.000,19.100,44.750
2023,CV_9,ENV_3,Main stem,6.200,3.600,17.300,46.060
2023,CV_9,ENV_3,Main stem,6.200,3.500,16.500,40.620
2023,CV_9,ENV_3,Main stem,5.800,3.100,13.500,34.470
2023,CV_9,ENV_3,Main stem,5.500,3.500,14.400,32.870
2023,CV_9,ENV_3,Main stem,5.700,3.900,16.100,38.450
2023,CV_9,ENV_3,Main stem,6.400,4.100,19.700,53.440
2023,CV_9,ENV_3,Main stem,6.200,4.100,18.800,47.070
2023,CV_9,ENV_3,Main stem,6.100,3.500,16.300,42.210
2023,CV_9,ENV_3,Main stem,5.100,3.400,13.000,30.620
2023,CV_9,ENV_3,Main stem,5.900,3.300,14.700,34.560
2023,CV_9,ENV_3,Main stem,5.800,3.400,14.600,34.670
2023,CV_9,ENV_3,Main stem,5.900,3.900,17.500,44.890
2023,CV_9,ENV_3,Main stem,6.200,3.500,16.500,40.220
2023,CV_9,ENV_3,Main stem,5.600,3.600,15.400,36.900
2023,CV_9,ENV_3,Main stem,6.300,4.000,19.000,49.320
2023,CV_9,ENV_3,Main stem,5.900,3.300,14.500,34.700
2023,CV_9,ENV_3,Main stem,5.000,3.500,13.000,28.850
2023,CV_9,ENV_3,Main stem,6.200,4.500,21.000,46.040
2023,CV_9,ENV_3,Main stem,5.800,3.800,16.600,38.130
2023,CV_9,ENV_3,Main stem,6.300,4.300,20.500,52.420
2023,CV_9,ENV_3,Main stem,5.400,3.000,11.700,26.370
2023,CV_9,ENV_3,Main stem,6.400,3.600,17.300,42.860
2023,CV_9,ENV_3,Main stem,6.100,4.300,19.700,45.480
2024,CV_6,ENV_4,Main stem,6.467,3.513,17.300,45.300
2024,CV_6,ENV_4,Main stem,6.885,3.858,20.700,61.800
2024,CV_6,ENV_4,Main stem,6.869,3.660,19.300,54.000
2024,CV_6,ENV_4,Main stem,7.166,3.879,21.900,67.300
2024,CV_6,ENV_4,Main stem,6.940,3.929,21.200,62.100
2024,CV_6,ENV_4,Main stem,5.837,3.446,15.200,38.300
2024,CV_6,ENV_4,Main stem,6.608,3.899,19.100,57.700
2024,CV_6,ENV_4,Main stem,6.437,3.747,18.500,53.400
2024,CV_6,ENV_4,Main stem,6.623,3.671,18.800,57.300
2024,CV_6,ENV_4,Main stem,6.807,3.501,18.600,55.500
2024,CV_6,ENV_4,Main stem,6.460,3.889,19.300,52.300
2024,CV_6,ENV_4,Main stem,6.713,3.964,20.000,57.400
2024,CV_6,ENV_4,Main stem,6.734,3.581,18.900,55.000
2024,CV_6,ENV_4,Main stem,6.738,3.684,18.600,50.600
2024,CV_6,ENV_4,Main stem,6.916,3.812,20.100,57.600
2024,CV_6,ENV_5,Main stem,6.986,3.767,20.500,58.900
2024,CV_6,ENV_5,Main stem,6.467,3.568,17.300,48.500
2024,CV_6,ENV_5,Main stem,6.574,3.884,19.700,54.400
2024,CV_6,ENV_5,Main stem,6.785,3.680,20.000,61.700
2024,CV_6,ENV_5,Main stem,6.344,3.740,19.100,56.600
2024,CV_6,ENV_5,Main stem,6.422,3.653,18.200,52.400
2024,CV_6,ENV_5,Main stem,6.422,4.064,19.500,53.900
2024,CV_6,ENV_5,Main stem,6.140,3.729,17.600,46.300
2024,CV_6,ENV_5,Main stem,6.718,3.685,19.400,58.000
2024,CV_6,ENV_5,Main stem,6.455,3.454,17.500,51.400
2024,CV_6,ENV_5,Main stem,6.497,3.914,19.100,52.600
2024,CV_6,ENV_5,Main stem,6.192,3.995,19.200,55.000
2024,CV_6,ENV_5,Main stem,6.264,3.579,17.600,48.100
2024,CV_6,ENV_5,Main stem,6.203,3.677,17.500,51.100
2024,CV_6,ENV_5,Main stem,6.816,4.011,20.700,62.000
2024,CV_6,ENV_6,Main stem,6.611,3.825,18.700,52.400
2024,CV_6,ENV_6,Main stem,6.504,3.880,19.600,57.200
2024,CV_6,ENV_6,Main stem,6.565,3.684,18.300,51.400
2024,CV_6,ENV_6,Main stem,6.850,3.751,20.300,56.300
2024,CV_6,ENV_6,Main stem,6.389,3.758,18.200,47.400
2024,CV_6,ENV_6,Main stem,6.389,3.542,17.300,46.800
2024,CV_6,ENV_6,Main stem,5.893,3.666,16.200,44.300
2024,CV_6,ENV_6,Main stem,6.919,3.705,19.800,57.500
2024,CV_6,ENV_6,Main stem,6.653,3.806,18.700,53.200
2024,CV_6,ENV_6,Main stem,6.289,3.373,16.400,42.600
2024,CV_6,ENV_6,Main stem,6.151,3.840,17.700,44.300
2024,CV_6,ENV_6,Main stem,6.499,3.719,19.400,61.100
2024,CV_6,ENV_6,Main stem,6.792,3.908,19.500,60.600
2024,CV_6,ENV_6,Main stem,6.819,3.638,20.000,60.400
2024,CV_6,ENV_6,Main stem,6.653,3.886,19.500,56.900
2024,CV_10,ENV_4,Main stem,6.080,3.757,17.000,45.400
2024,CV_10,ENV_4,Main stem,6.526,4.320,20.600,63.500
2024,CV_10,ENV_4,Main stem,6.533,3.806,19.600,52.200
2024,CV_10,ENV_4,Main stem,6.526,4.393,21.100,63.100
2024,CV_10,ENV_4,Main stem,6.500,4.130,20.300,55.500
2024,CV_10,ENV_4,Main stem,6.554,4.042,20.600,56.700
2024,CV_10,ENV_4,Main stem,6.533,3.732,19.000,49.600
2024,CV_10,ENV_4,Main stem,6.653,4.045,20.500,60.300
2024,CV_10,ENV_4,Main stem,6.687,3.903,20.300,59.600
2024,CV_10,ENV_4,Main stem,6.460,4.029,20.200,56.600
2024,CV_10,ENV_4,Main stem,6.574,3.935,19.800,52.300
2024,CV_10,ENV_4,Main stem,6.213,4.212,19.900,60.600
2024,CV_10,ENV_4,Main stem,6.940,3.909,20.900,59.600
2024,CV_10,ENV_4,Main stem,6.309,3.918,18.200,45.600
2024,CV_10,ENV_4,Main stem,6.442,3.666,17.900,49.300
2024,CV_10,ENV_5,Main stem,6.437,4.176,20.700,56.300
2024,CV_10,ENV_5,Main stem,6.500,3.699,18.200,46.600
2024,CV_10,ENV_5,Main stem,6.401,3.646,17.900,48.000
2024,CV_10,ENV_5,Main stem,6.344,3.721,18.400,48.500
2024,CV_10,ENV_5,Main stem,6.697,3.696,18.900,53.900
2024,CV_10,ENV_5,Main stem,6.733,3.955,21.000,63.800
2024,CV_10,ENV_5,Main stem,6.697,4.241,21.900,57.700
2024,CV_10,ENV_5,Main stem,6.164,4.151,19.200,51.000
2024,CV_10,ENV_5,Main stem,6.277,3.450,16.300,44.000
2024,CV_10,ENV_5,Main stem,6.946,4.178,22.700,67.300
2024,CV_10,ENV_5,Main stem,6.256,3.592,17.100,46.700
2024,CV_10,ENV_5,Main stem,5.869,3.391,15.800,39.200
2024,CV_10,ENV_5,Main stem,6.623,3.976,20.000,60.000
2024,CV_10,ENV_5,Main stem,6.687,4.078,21.300,57.600
2024,CV_10,ENV_5,Main stem,6.701,4.392,23.000,64.000
2024,CV_10,ENV_6,Main stem,6.554,3.418,17.500,42.300
2024,CV_10,ENV_6,Main stem,6.546,4.047,20.100,59.300
2024,CV_10,ENV_6,Main stem,6.683,3.492,18.200,52.200
2024,CV_10,ENV_6,Main stem,6.437,3.846,18.600,50.500
2024,CV_10,ENV_6,Main stem,6.394,3.575,17.100,47.900
2024,CV_10,ENV_6,Main stem,6.619,3.984,20.500,51.900
2024,CV_10,ENV_6,Main stem,6.423,3.496,17.400,48.000
2024,CV_10,ENV_6,Main stem,6.526,3.536,18.100,46.500
2024,CV_10,ENV_6,Main stem,6.236,3.646,17.600,44.100
2024,CV_10,ENV_6,Main stem,6.368,3.718,18.100,46.400
2024,CV_10,ENV_6,Main stem,6.713,3.616,19.300,52.800
2024,CV_10,ENV_6,Main stem,6.203,3.400,15.500,37.400
2024,CV_10,ENV_6,Main stem,6.983,3.743,20.400,55.400
2024,CV_10,ENV_6,Main stem,6.653,3.673,19.200,53.500
2024,CV_10,ENV_6,Main stem,6.311,3.594,17.600,41.600
2024,CV_11,ENV_4,Main stem,6.192,3.592,16.600,47.900
2024,CV_11,ENV_4,Main stem,6.422,3.507,17.400,48.300
2024,CV_11,ENV_4,Main stem,6.718,3.990,20.700,57.700
2024,CV_11,ENV_4,Main stem,6.713,3.682,18.900,51.400
2024,CV_11,ENV_4,Main stem,6.449,3.805,19.400,51.700
2024,CV_11,ENV_4,Main stem,6.309,3.480,16.200,45.200
2024,CV_11,ENV_4,Main stem,6.586,3.613,18.400,51.800
2024,CV_11,ENV_4,Main stem,6.921,3.828,20.800,60.100
2024,CV_11,ENV_4,Main stem,6.437,3.648,18.700,50.400
2024,CV_11,ENV_4,Main stem,6.422,3.835,18.800,48.700
2024,CV_11,ENV_4,Main stem,6.323,3.540,18.000,50.000
2024,CV_11,ENV_4,Main stem,6.322,4.073,19.100,54.000
2024,CV_11,ENV_4,Main stem,6.489,4.246,19.900,53.100
2024,CV_11,ENV_4,Main stem,6.533,3.402,17.100,45.400
2024,CV_11,ENV_4,Main stem,6.390,3.796,18.500,51.800
2024,CV_11,ENV_5,Main stem,6.902,3.584,19.100,50.200
2024,CV_11,ENV_5,Main stem,5.616,3.576,14.700,36.500
2024,CV_11,ENV_5,Main stem,7.027,4.089,22.600,64.600
2024,CV_11,ENV_5,Main stem,6.683,4.709,23.100,61.500
2024,CV_11,ENV_5,Main stem,6.173,3.391,15.800,35.600
2024,CV_11,ENV_5,Main stem,5.976,3.161,14.600,34.600
2024,CV_11,ENV_5,Main stem,6.140,3.389,16.000,46.400
2024,CV_11,ENV_5,Main stem,6.553,3.521,18.200,49.300
2024,CV_11,ENV_5,Main stem,6.322,3.448,16.800,40.300
2024,CV_11,ENV_5,Main stem,6.819,3.833,20.700,57.300
2024,CV_11,ENV_5,Main stem,7.213,4.269,24.000,63.300
2024,CV_11,ENV_5,Main stem,6.134,3.493,16.100,41.200
2024,CV_11,ENV_5,Main stem,7.003,4.159,22.500,58.500
2024,CV_11,ENV_5,Main stem,5.783,2.985,12.700,29.400
2024,CV_11,ENV_5,Main stem,5.501,2.907,12.000,26.200
2024,CV_11,ENV_6,Main stem,6.368,3.431,16.800,42.000
2024,CV_11,ENV_6,Main stem,6.488,3.622,18.200,48.700
2024,CV_11,ENV_6,Main stem,5.906,3.274,14.700,36.200
2024,CV_11,ENV_6,Main stem,6.619,3.612,18.400,47.400
2024,CV_11,ENV_6,Main stem,5.958,3.239,14.500,38.600
2024,CV_11,ENV_6,Main stem,5.802,3.296,14.400,34.500
2024,CV_11,ENV_6,Main stem,6.569,3.466,17.800,44.200
2024,CV_11,ENV_6,Main stem,5.843,3.024,13.000,35.400
2024,CV_11,ENV_6,Main stem,6.029,2.843,12.900,30.000
2024,CV_11,ENV_6,Main stem,5.976,3.218,14.400,35.000
2024,CV_11,ENV_6,Main stem,6.683,3.805,20.100,54.800
2024,CV_11,ENV_6,Main stem,6.499,4.153,21.100,56.600
2024,CV_11,ENV_6,Main stem,5.893,3.732,17.100,45.000
2024,CV_11,ENV_6,Main stem,6.651,3.839,18.600,52.400
2024,CV_11,ENV_6,Main stem,6.348,3.648,17.300,46.700
