treatment,date,solar_radiation
tr_1,8/1/2015 0:30,0.00
tr_1,8/1/2015 1:30,0.00
tr_1,8/1/2015 2:30,#DIV/0!
tr_1,8/1/2015 3:30,0.00
tr_1,8/1/2015 4:30,0.00
tr_1,8/1/2015 5:30,0.00
tr_1,8/1/2015 6:30,15.54
tr_1,8/1/2015 7:30,101.83
tr_1,8/1/2015 8:30,365.29
tr_1,8/1/2015 9:30,785.73
tr_1,8/1/2015 10:30,1179.44
tr_1,8/1/2015 11:30,1521.35
tr_1,8/1/2015 12:30,1626.78
tr_1,8/1/2015 13:30,169.77
tr_1,8/1/2015 14:30,160.70
tr_1,8/1/2015 15:30,221.30
tr_1,8/1/2015 16:30,123.03
tr_1,8/1/2015 17:30,#DIV/0!
tr_1,8/1/2015 18:30,78.26
tr_1,8/1/2015 19:30,96.47
tr_1,8/1/2015 20:30,0.00
tr_1,8/1/2015 21:30,#DIV/0!
tr_1,8/1/2015 22:30,0.00
tr_1,8/1/2015 23:30,0.00
tr_1,8/2/2015 0:30,0.00
tr_1,8/2/2015 1:30,0.00
tr_1,8/2/2015 2:30,0.00
tr_1,8/2/2015 3:30,0.00
tr_1,8/2/2015 4:30,0.00
tr_1,8/2/2015 5:30,0.00
tr_1,8/2/2015 6:30,9.06
tr_1,8/2/2015 7:30,30.59
tr_1,8/2/2015 8:30,48.15
tr_1,8/2/2015 9:30,40.16
tr_1,8/2/2015 10:30,44.93
tr_1,8/2/2015 11:30,49.92
tr_1,8/2/2015 12:30,538.74
tr_1,8/2/2015 13:30,571.05
tr_1,8/2/2015 14:30,548.25
tr_1,8/2/2015 15:30,424.22
tr_1,8/2/2015 16:30,352.46
tr_1,8/2/2015 17:30,676.09
tr_1,8/2/2015 18:30,99.22
tr_1,8/2/2015 19:30,81.95
tr_1,8/2/2015 20:30,0.00
tr_1,8/2/2015 21:30,0.00
tr_1,8/2/2015 22:30,0.00
tr_1,8/2/2015 23:30,0.00
tr_1,8/3/2015 0:30,0.00
tr_1,8/3/2015 1:30,0.00
tr_1,8/3/2015 2:30,0.00
tr_1,8/3/2015 3:30,0.00
tr_1,8/3/2015 4:30,0.00
tr_1,8/3/2015 5:30,0.00
tr_1,8/3/2015 6:30,49.19
tr_1,8/3/2015 7:30,#DIV/0!
tr_1,8/3/2015 8:30,172.68
tr_1,8/3/2015 9:30,1056.40
tr_1,8/3/2015 10:30,1075.99
tr_1,8/3/2015 11:30,1167.91
tr_1,8/3/2015 12:30,1575.98
tr_1,8/3/2015 13:30,267.52
tr_1,8/3/2015 14:30,368.35
tr_1,8/3/2015 15:30,253.96
tr_1,8/3/2015 16:30,33.11
tr_1,8/3/2015 17:30,20.13
tr_1,8/3/2015 18:30,33.13
tr_1,8/3/2015 19:30,11.58
tr_1,8/3/2015 20:30,0.00
tr_1,8/3/2015 21:30,0.00
tr_1,8/3/2015 22:30,0.00
tr_1,8/3/2015 23:30,0.00
tr_1,8/4/2015 0:30,0.00
tr_1,8/4/2015 1:30,0.00
tr_1,8/4/2015 2:30,0.00
tr_1,8/4/2015 3:30,0.00
tr_1,8/4/2015 4:30,0.00
tr_1,8/4/2015 5:30,0.00
tr_1,8/4/2015 6:30,24.59
tr_1,8/4/2015 7:30,175.49
tr_1,8/4/2015 8:30,288.91
tr_1,8/4/2015 9:30,724.15
tr_1,8/4/2015 10:30,701.58
tr_1,8/4/2015 11:30,359.57
tr_1,8/4/2015 12:30,427.22
tr_1,8/4/2015 13:30,306.10
tr_1,8/4/2015 14:30,327.45
tr_1,8/4/2015 15:30,293.95
tr_1,8/4/2015 16:30,193.89
tr_1,8/4/2015 17:30,602.73
tr_1,8/4/2015 18:30,124.15
tr_1,8/4/2015 19:30,62.74
tr_1,8/4/2015 20:30,0.00
tr_1,8/4/2015 21:30,0.00
tr_1,8/4/2015 22:30,0.00
tr_1,8/4/2015 23:30,0.00
tr_1,8/5/2015 0:30,0.00
tr_1,8/5/2015 1:30,0.00
tr_1,8/5/2015 2:30,0.00
tr_1,8/5/2015 3:30,0.00
tr_1,8/5/2015 4:30,0.00
tr_1,8/5/2015 5:30,0.00
tr_1,8/5/2015 6:30,78.65
tr_1,8/5/2015 7:30,114.35
tr_1,8/5/2015 8:30,187.63
tr_1,8/5/2015 9:30,1045.04
tr_1,8/5/2015 10:30,#DIV/0!
tr_1,8/5/2015 11:30,1416.43
tr_1,8/5/2015 12:30,1458.34
tr_1,8/5/2015 13:30,178.77
tr_1,8/5/2015 14:30,201.24
tr_1,8/5/2015 15:30,156.63
tr_1,8/5/2015 16:30,186.76
tr_1,8/5/2015 17:30,672.26
tr_1,8/5/2015 18:30,93.58
tr_1,8/5/2015 19:30,72.79
tr_1,8/5/2015 20:30,0.00
tr_1,8/5/2015 21:30,0.00
tr_1,8/5/2015 22:30,0.00
tr_1,8/5/2015 23:30,0.00
tr_1,8/6/2015 0:30,0.00
tr_1,8/6/2015 1:30,0.00
tr_1,8/6/2015 2:30,0.00
tr_1,8/6/2015 3:30,0.00
tr_1,8/6/2015 4:30,0.00
tr_1,8/6/2015 5:30,0.00
tr_1,8/6/2015 6:30,77.13
tr_1,8/6/2015 7:30,105.77
tr_1,8/6/2015 8:30,176.00
tr_1,8/6/2015 9:30,1056.49
tr_1,8/6/2015 10:30,1315.75
tr_1,8/6/2015 11:30,1502.36
tr_1,8/6/2015 12:30,1608.32
tr_1,8/6/2015 13:30,176.20
tr_1,8/6/2015 14:30,229.17
tr_1,8/6/2015 15:30,267.02
tr_1,8/6/2015 16:30,138.27
tr_1,8/6/2015 17:30,#DIV/0!
tr_1,8/6/2015 18:30,88.82
tr_1,8/6/2015 19:30,73.51
tr_1,8/6/2015 20:30,0.00
tr_1,8/6/2015 21:30,0.00
tr_1,8/6/2015 22:30,0.00
tr_1,8/6/2015 23:30,0.00
tr_1,8/7/2015 0:30,0.00
tr_1,8/7/2015 1:30,#DIV/0!
tr_1,8/7/2015 2:30,0.00
tr_1,8/7/2015 3:30,0.00
tr_1,8/7/2015 4:30,0.00
tr_1,8/7/2015 5:30,0.00
tr_1,8/7/2015 6:30,47.22
tr_1,8/7/2015 7:30,152.04
tr_1,8/7/2015 8:30,194.27
tr_1,8/7/2015 9:30,983.59
tr_1,8/7/2015 10:30,1052.32
tr_1,8/7/2015 11:30,1192.91
tr_1,8/7/2015 12:30,1208.39
tr_1,8/7/2015 13:30,420.57
tr_1,8/7/2015 14:30,436.52
tr_1,8/7/2015 15:30,399.15
tr_1,8/7/2015 16:30,327.29
tr_1,8/7/2015 17:30,450.20
tr_1,8/7/2015 18:30,153.25
tr_1,8/7/2015 19:30,38.73
tr_1,8/7/2015 20:30,0.00
tr_1,8/7/2015 21:30,0.00
tr_1,8/7/2015 22:30,0.00
tr_1,8/7/2015 23:30,0.00
tr_1,8/8/2015 0:30,0.00
tr_1,8/8/2015 1:30,0.00
tr_1,8/8/2015 2:30,0.00
tr_1,8/8/2015 3:30,0.00
tr_1,8/8/2015 4:30,0.00
tr_1,8/8/2015 5:30,0.00
tr_1,8/8/2015 6:30,15.52
tr_1,8/8/2015 7:30,50.54
tr_1,8/8/2015 8:30,#DIV/0!
tr_1,8/8/2015 9:30,418.75
tr_1,8/8/2015 10:30,432.55
tr_1,8/8/2015 11:30,177.45
tr_1,8/8/2015 12:30,256.81
tr_1,8/8/2015 13:30,394.85
tr_1,8/8/2015 14:30,441.43
tr_1,8/8/2015 15:30,417.17
tr_1,8/8/2015 16:30,#DIV/0!
tr_1,8/8/2015 17:30,518.61
tr_1,8/8/2015 18:30,137.45
tr_1,8/8/2015 19:30,29.86
tr_1,8/8/2015 20:30,0.00
tr_1,8/8/2015 21:30,0.00
tr_1,8/8/2015 22:30,0.00
tr_1,8/8/2015 23:30,0.00
tr_1,8/9/2015 0:30,0.00
tr_1,8/9/2015 1:30,0.00
tr_1,8/9/2015 2:30,0.00
tr_1,8/9/2015 3:30,0.00
tr_1,8/9/2015 4:30,0.00
tr_1,8/9/2015 5:30,0.00
tr_1,8/9/2015 6:30,10.35
tr_1,8/9/2015 7:30,25.88
tr_1,8/9/2015 8:30,59.77
tr_1,8/9/2015 9:30,94.82
tr_1,8/9/2015 10:30,394.67
tr_1,8/9/2015 11:30,707.93
tr_1,8/9/2015 12:30,535.04
tr_1,8/9/2015 13:30,201.92
tr_1,8/9/2015 14:30,189.46
tr_1,8/9/2015 15:30,235.17
tr_1,8/9/2015 16:30,128.74
tr_1,8/9/2015 17:30,399.59
tr_1,8/9/2015 18:30,110.44
tr_1,8/9/2015 19:30,38.28
tr_1,8/9/2015 20:30,0.00
tr_1,8/9/2015 21:30,0.00
tr_1,8/9/2015 22:30,0.00
tr_1,8/9/2015 23:30,#DIV/0!
tr_1,8/10/2015 0:30,0.00
tr_1,8/10/2015 1:30,0.00
tr_1,8/10/2015 2:30,0.00
tr_1,8/10/2015 3:30,#DIV/0!
tr_1,8/10/2015 4:30,0.00
tr_1,8/10/2015 5:30,0.00
tr_1,8/10/2015 6:30,82.59
tr_1,8/10/2015 7:30,78.79
tr_1,8/10/2015 8:30,122.87
tr_1,8/10/2015 9:30,1149.00
tr_1,8/10/2015 10:30,1429.84
tr_1,8/10/2015 11:30,1631.41
tr_1,8/10/2015 12:30,1729.53
tr_1,8/10/2015 13:30,123.47
tr_1,8/10/2015 14:30,120.75
tr_1,8/10/2015 15:30,110.26
tr_1,8/10/2015 16:30,100.37
tr_1,8/10/2015 17:30,731.89
tr_1,8/10/2015 18:30,70.88
tr_1,8/10/2015 19:30,67.24
tr_1,8/10/2015 20:30,0.00
tr_1,8/10/2015 21:30,0.00
tr_1,8/10/2015 22:30,0.00
tr_1,8/10/2015 23:30,0.00
tr_1,8/11/2015 0:30,#DIV/0!
tr_1,8/11/2015 1:30,0.00
tr_1,8/11/2015 2:30,0.00
tr_1,8/11/2015 3:30,0.00
tr_1,8/11/2015 4:30,0.00
tr_1,8/11/2015 5:30,#DIV/0!
tr_1,8/11/2015 6:30,69.46
tr_1,8/11/2015 7:30,86.72
tr_1,8/11/2015 8:30,144.46
tr_1,8/11/2015 9:30,1045.83
tr_1,8/11/2015 10:30,1298.65
tr_1,8/11/2015 11:30,1469.06
tr_1,8/11/2015 12:30,1227.52
tr_1,8/11/2015 13:30,551.76
tr_1,8/11/2015 14:30,292.20
tr_1,8/11/2015 15:30,264.03
tr_1,8/11/2015 16:30,285.71
tr_1,8/11/2015 17:30,501.03
tr_1,8/11/2015 18:30,99.69
tr_1,8/11/2015 19:30,58.80
tr_1,8/11/2015 20:30,0.00
tr_1,8/11/2015 21:30,#DIV/0!
tr_1,8/11/2015 22:30,0.00
tr_1,8/11/2015 23:30,0.00
tr_1,8/12/2015 0:30,0.00
tr_1,8/12/2015 1:30,0.00
tr_1,8/12/2015 2:30,0.00
tr_1,8/12/2015 3:30,0.00
tr_1,8/12/2015 4:30,0.00
tr_1,8/12/2015 5:30,0.00
tr_1,8/12/2015 6:30,44.99
tr_1,8/12/2015 7:30,75.68
tr_1,8/12/2015 8:30,117.89
tr_1,8/12/2015 9:30,1128.69
tr_1,8/12/2015 10:30,1367.97
tr_1,8/12/2015 11:30,1495.72
tr_1,8/12/2015 12:30,1501.09
tr_1,8/12/2015 13:30,246.94
tr_1,8/12/2015 14:30,491.42
tr_1,8/12/2015 15:30,263.91
tr_1,8/12/2015 16:30,246.70
tr_1,8/12/2015 17:30,315.19
tr_1,8/12/2015 18:30,147.36
tr_1,8/12/2015 19:30,38.46
tr_1,8/12/2015 20:30,0.00
tr_1,8/12/2015 21:30,0.00
tr_1,8/12/2015 22:30,0.00
tr_1,8/12/2015 23:30,0.00
tr_1,8/13/2015 0:30,0.00
tr_1,8/13/2015 1:30,0.00
tr_1,8/13/2015 2:30,0.00
tr_1,8/13/2015 3:30,0.00
tr_1,8/13/2015 4:30,0.00
tr_1,8/13/2015 5:30,0.00
tr_1,8/13/2015 6:30,27.10
tr_1,8/13/2015 7:30,128.07
tr_1,8/13/2015 8:30,242.42
tr_1,8/13/2015 9:30,1056.63
tr_1,8/13/2015 10:30,1184.75
tr_1,8/13/2015 11:30,900.02
tr_1,8/13/2015 12:30,666.43
tr_1,8/13/2015 13:30,526.04
tr_1,8/13/2015 14:30,409.95
tr_1,8/13/2015 15:30,395.68
tr_1,8/13/2015 16:30,#DIV/0!
tr_1,8/13/2015 17:30,376.42
tr_1,8/13/2015 18:30,70.09
tr_1,8/13/2015 19:30,23.13
tr_1,8/13/2015 20:30,0.00
tr_1,8/13/2015 21:30,0.00
tr_1,8/13/2015 22:30,0.00
tr_1,8/13/2015 23:30,0.00
tr_1,8/14/2015 0:30,0.00
tr_1,8/14/2015 1:30,
tr_1,8/14/2015 2:30,
tr_1,8/14/2015 3:30,
tr_1,8/14/2015 4:30,
tr_1,8/14/2015 5:30,0.00
tr_1,8/14/2015 6:30,52.34
tr_1,8/14/2015 7:30,103.55
tr_1,8/14/2015 8:30,222.50
tr_1,8/14/2015 9:30,596.05
tr_1,8/14/2015 10:30,377.44
tr_1,8/14/2015 11:30,580.64
tr_1,8/14/2015 12:30,864.68
tr_1,8/14/2015 13:30,266.24
tr_1,8/14/2015 14:30,182.67
tr_1,8/14/2015 15:30,
tr_1,8/14/2015 16:30,195.86
tr_1,8/14/2015 17:30,225.13
tr_1,8/14/2015 18:30,102.85
tr_1,8/14/2015 19:30,21.84
tr_1,8/14/2015 20:30,0.00
tr_1,8/14/2015 21:30,0.00
tr_1,8/14/2015 22:30,0.00
tr_1,8/14/2015 23:30,0.00
tr_1,8/15/2015 0:30,0.00
tr_1,8/15/2015 1:30,0.00
tr_1,8/15/2015 2:30,0.00
tr_1,8/15/2015 3:30,0.00
tr_1,8/15/2015 4:30,0.00
tr_1,8/15/2015 5:30,0.00
tr_1,8/15/2015 6:30,24.49
tr_1,8/15/2015 7:30,76.47
tr_1,8/15/2015 8:30,307.18
tr_1,8/15/2015 9:30,598.36
tr_1,8/15/2015 10:30,904.04
tr_1,8/15/2015 11:30,986.09
tr_1,8/15/2015 12:30,
tr_1,8/15/2015 13:30,531.19
tr_1,8/15/2015 14:30,481.80
tr_1,8/15/2015 15:30,392.89
tr_1,8/15/2015 16:30,320.87
tr_1,8/15/2015 17:30,265.50
tr_1,8/15/2015 18:30,82.96
tr_1,8/15/2015 19:30,20.55
tr_1,8/15/2015 20:30,0.00
tr_1,8/15/2015 21:30,0.00
tr_1,8/15/2015 22:30,0.00
tr_1,8/15/2015 23:30,0.00
tr_1,8/16/2015 0:30,0.00
tr_1,8/16/2015 1:30,0.00
tr_1,8/16/2015 2:30,0.00
tr_1,8/16/2015 3:30,0.00
tr_1,8/16/2015 4:30,0.00
tr_1,8/16/2015 5:30,0.00
tr_1,8/16/2015 6:30,32.44
tr_1,8/16/2015 7:30,159.28
tr_1,8/16/2015 8:30,197.59
tr_1,8/16/2015 9:30,911.68
tr_1,8/16/2015 10:30,1221.76
tr_1,8/16/2015 11:30,1487.52
tr_1,8/16/2015 12:30,1358.32
tr_1,8/16/2015 13:30,307.40
tr_1,8/16/2015 14:30,242.04
tr_1,8/16/2015 15:30,
tr_1,8/16/2015 16:30,257.12
tr_1,8/16/2015 17:30,269.67
tr_1,8/16/2015 18:30,76.84
tr_1,8/16/2015 19:30,39.06
tr_1,8/16/2015 20:30,0.00
tr_1,8/16/2015 21:30,0.00
tr_1,8/16/2015 22:30,0.00
tr_1,8/16/2015 23:30,0.00
tr_1,8/17/2015 0:30,0.00
tr_1,8/17/2015 1:30,0.00
tr_1,8/17/2015 2:30,0.00
tr_1,8/17/2015 3:30,0.00
tr_1,8/17/2015 4:30,0.00
tr_1,8/17/2015 5:30,0.00
tr_1,8/17/2015 6:30,54.73
tr_1,8/17/2015 7:30,85.47
tr_1,8/17/2015 8:30,146.12
tr_1,8/17/2015 9:30,1060.94
tr_1,8/17/2015 10:30,1331.42
tr_1,8/17/2015 11:30,1519.32
tr_1,8/17/2015 12:30,1619.30
tr_1,8/17/2015 13:30,156.92
tr_1,8/17/2015 14:30,
tr_1,8/17/2015 15:30,136.47
tr_1,8/17/2015 16:30,120.28
tr_1,8/17/2015 17:30,641.83
tr_1,8/17/2015 18:30,78.26
tr_1,8/17/2015 19:30,32.46
tr_1,8/17/2015 20:30,0.00
tr_1,8/17/2015 21:30,0.00
tr_1,8/17/2015 22:30,0.00
tr_1,8/17/2015 23:30,0.00
tr_1,8/18/2015 0:30,0.00
tr_1,8/18/2015 1:30,0.00
tr_1,8/18/2015 2:30,0.00
tr_1,8/18/2015 3:30,0.00
tr_1,8/18/2015 4:30,0.00
tr_1,8/18/2015 5:30,0.00
tr_1,8/18/2015 6:30,49.50
tr_1,8/18/2015 7:30,83.95
tr_1,8/18/2015 8:30,139.47
tr_1,8/18/2015 9:30,1064.06
tr_1,8/18/2015 10:30,1335.86
tr_1,8/18/2015 11:30,
tr_1,8/18/2015 12:30,1630.62
tr_1,8/18/2015 13:30,142.77
tr_1,8/18/2015 14:30,136.71
tr_1,8/18/2015 15:30,125.54
tr_1,8/18/2015 16:30,115.54
tr_1,8/18/2015 17:30,643.41
tr_1,8/18/2015 18:30,74.64
tr_1,8/18/2015 19:30,31.68
tr_1,8/18/2015 20:30,0.00
tr_1,8/18/2015 21:30,0.00
tr_1,8/18/2015 22:30,0.00
tr_1,8/18/2015 23:30,0.00
tr_1,8/19/2015 0:30,0.00
tr_1,8/19/2015 1:30,0.00
tr_1,8/19/2015 2:30,0.00
tr_1,8/19/2015 3:30,0.00
tr_1,8/19/2015 4:30,0.00
tr_1,8/19/2015 5:30,0.00
tr_1,8/19/2015 6:30,47.47
tr_1,8/19/2015 7:30,83.77
tr_1,8/19/2015 8:30,142.80
tr_1,8/19/2015 9:30,1055.99
tr_1,8/19/2015 10:30,1324.16
tr_1,8/19/2015 11:30,1512.09
tr_1,8/19/2015 12:30,
tr_1,8/19/2015 13:30,308.70
tr_1,8/19/2015 14:30,146.75
tr_1,8/19/2015 15:30,133.92
tr_1,8/19/2015 16:30,120.24
tr_1,8/19/2015 17:30,614.40
tr_1,8/19/2015 18:30,136.92
tr_1,8/19/2015 19:30,16.73
tr_1,8/19/2015 20:30,0.00
tr_1,8/19/2015 21:30,0.00
tr_1,8/19/2015 22:30,0.00
tr_1,8/19/2015 23:30,0.00
tr_1,8/20/2015 0:30,0.00
tr_1,8/20/2015 1:30,0.00
tr_1,8/20/2015 2:30,0.00
tr_1,8/20/2015 3:30,0.00
tr_1,8/20/2015 4:30,0.00
tr_1,8/20/2015 5:30,0.00
tr_1,8/20/2015 6:30,5.14
tr_1,8/20/2015 7:30,27.87
tr_1,8/20/2015 8:30,207.55
tr_1,8/20/2015 9:30,37.69
tr_1,8/20/2015 10:30,464.81
tr_1,8/20/2015 11:30,947.43
tr_1,8/20/2015 12:30,
tr_1,8/20/2015 13:30,433.47
tr_1,8/20/2015 14:30,174.47
tr_1,8/20/2015 15:30,153.14
tr_1,8/20/2015 16:30,201.54
tr_1,8/20/2015 17:30,207.26
tr_1,8/20/2015 18:30,116.88
tr_1,8/20/2015 19:30,8.97
tr_1,8/20/2015 20:30,0.00
tr_1,8/20/2015 21:30,0.00
tr_1,8/20/2015 22:30,0.00
tr_1,8/20/2015 23:30,0.00
tr_1,8/21/2015 0:30,0.00
tr_1,8/21/2015 1:30,0.00
tr_1,8/21/2015 2:30,0.00
tr_1,8/21/2015 3:30,0.00
tr_1,8/21/2015 4:30,0.00
tr_1,8/21/2015 5:30,0.00
tr_1,8/21/2015 6:30,20.56
tr_1,8/21/2015 7:30,86.16
tr_1,8/21/2015 8:30,
tr_1,8/21/2015 9:30,1017.42
tr_1,8/21/2015 10:30,1071.47
tr_1,8/21/2015 11:30,1171.13
tr_1,8/21/2015 12:30,1083.26
tr_1,8/21/2015 13:30,582.69
tr_1,8/21/2015 14:30,448.55
tr_1,8/21/2015 15:30,
tr_1,8/21/2015 16:30,259.24
tr_1,8/21/2015 17:30,133.83
tr_1,8/21/2015 18:30,110.76
tr_1,8/21/2015 19:30,17.98
tr_1,8/21/2015 20:30,0.00
tr_1,8/21/2015 21:30,0.00
tr_1,8/21/2015 22:30,0.00
tr_1,8/21/2015 23:30,0.00
tr_1,8/22/2015 0:30,0.00
tr_1,8/22/2015 1:30,0.00
tr_1,8/22/2015 2:30,0.00
tr_1,8/22/2015 3:30,0.00
tr_1,8/22/2015 4:30,0.00
tr_1,8/22/2015 5:30,0.00
tr_1,8/22/2015 6:30,38.48
tr_1,8/22/2015 7:30,80.78
tr_1,8/22/2015 8:30,137.81
tr_1,8/22/2015 9:30,1038.62
tr_1,8/22/2015 10:30,1308.57
tr_1,8/22/2015 11:30,1498.88
tr_1,8/22/2015 12:30,1590.94
tr_1,8/22/2015 13:30,310.00
tr_1,8/22/2015 14:30,296.74
tr_1,8/22/2015 15:30,238.51
tr_1,8/22/2015 16:30,
tr_1,8/22/2015 17:30,120.80
tr_1,8/22/2015 18:30,79.10
tr_1,8/22/2015 19:30,17.46
tr_1,8/22/2015 20:30,0.00
tr_1,8/22/2015 21:30,0.00
tr_1,8/22/2015 22:30,0.00
tr_1,8/22/2015 23:30,0.00
tr_1,8/23/2015 0:30,0.00
tr_1,8/23/2015 1:30,0.00
tr_1,8/23/2015 2:30,0.00
tr_1,8/23/2015 3:30,0.00
tr_1,8/23/2015 4:30,0.00
tr_1,8/23/2015 5:30,0.00
tr_1,8/23/2015 6:30,34.22
tr_1,8/23/2015 7:30,89.96
tr_1,8/23/2015 8:30,151.10
tr_1,8/23/2015 9:30,1008.34
tr_1,8/23/2015 10:30,1309.13
tr_1,8/23/2015 11:30,1501.87
tr_1,8/23/2015 12:30,838.47
tr_1,8/23/2015 13:30,483.67
tr_1,8/23/2015 14:30,446.73
tr_1,8/23/2015 15:30,362.39
tr_1,8/23/2015 16:30,249.74
tr_1,8/23/2015 17:30,140.94
tr_1,8/23/2015 18:30,67.62
tr_1,8/23/2015 19:30,17.11
tr_1,8/23/2015 20:30,0.00
tr_1,8/23/2015 21:30,0.00
tr_1,8/23/2015 22:30,0.00
tr_1,8/23/2015 23:30,0.00
tr_1,8/24/2015 0:30,0.00
tr_1,8/24/2015 1:30,0.00
tr_1,8/24/2015 2:30,0.00
tr_1,8/24/2015 3:30,0.00
tr_1,8/24/2015 4:30,0.00
tr_1,8/24/2015 5:30,0.00
tr_1,8/24/2015 6:30,32.77
tr_1,8/24/2015 7:30,81.94
tr_1,8/24/2015 8:30,142.80
tr_1,8/24/2015 9:30,1037.14
tr_1,8/24/2015 10:30,1306.73
tr_1,8/24/2015 11:30,1422.14
tr_1,8/24/2015 12:30,1243.02
tr_1,8/24/2015 13:30,331.89
tr_1,8/24/2015 14:30,148.81
tr_1,8/24/2015 15:30,133.57
tr_1,8/24/2015 16:30,118.96
tr_1,8/24/2015 17:30,99.48
tr_1,8/24/2015 18:30,72.64
tr_1,8/24/2015 19:30,12.37
tr_1,8/24/2015 20:30,0.00
tr_1,8/24/2015 21:30,0.00
tr_1,8/24/2015 22:30,0.00
tr_1,8/24/2015 23:30,0.00
tr_1,8/25/2015 0:30,0.00
tr_1,8/25/2015 1:30,0.00
tr_1,8/25/2015 2:30,0.00
tr_1,8/25/2015 3:30,0.00
tr_1,8/25/2015 4:30,0.00
tr_1,8/25/2015 5:30,0.00
tr_1,8/25/2015 6:30,14.46
tr_1,8/25/2015 7:30,52.82
tr_1,8/25/2015 8:30,79.70
tr_1,8/25/2015 9:30,385.69
tr_1,8/25/2015 10:30,248.92
tr_1,8/25/2015 11:30,1090.24
tr_1,8/25/2015 12:30,1008.61
tr_1,8/25/2015 13:30,406.52
tr_1,8/25/2015 14:30,219.29
tr_1,8/25/2015 15:30,234.52
tr_1,8/25/2015 16:30,277.93
tr_1,8/25/2015 17:30,59.22
tr_1,8/25/2015 18:30,78.93
tr_1,8/25/2015 19:30,7.69
tr_1,8/25/2015 20:30,0.00
tr_1,8/25/2015 21:30,0.00
tr_1,8/25/2015 22:30,0.00
tr_1,8/25/2015 23:30,0.00
tr_1,8/26/2015 0:30,0.00
tr_1,8/26/2015 1:30,0.00
tr_1,8/26/2015 2:30,0.00
tr_1,8/26/2015 3:30,0.00
tr_1,8/26/2015 4:30,0.00
tr_1,8/26/2015 5:30,0.00
tr_1,8/26/2015 6:30,24.92
tr_1,8/26/2015 7:30,83.11
tr_1,8/26/2015 8:30,144.46
tr_1,8/26/2015 9:30,979.94
tr_1,8/26/2015 10:30,1209.11
tr_1,8/26/2015 11:30,1133.54
tr_1,8/26/2015 12:30,1057.18
tr_1,8/26/2015 13:30,541.61
tr_1,8/26/2015 14:30,401.75
tr_1,8/26/2015 15:30,227.18
tr_1,8/26/2015 16:30,210.78
tr_1,8/26/2015 17:30,125.54
tr_1,8/26/2015 18:30,85.21
tr_1,8/26/2015 19:30,8.86
tr_1,8/26/2015 20:30,0.00
tr_1,8/26/2015 21:30,0.00
tr_1,8/26/2015 22:30,0.00
tr_1,8/26/2015 23:30,0.00
tr_1,8/27/2015 0:30,0.00
tr_1,8/27/2015 1:30,0.00
tr_1,8/27/2015 2:30,0.00
tr_1,8/27/2015 3:30,0.00
tr_1,8/27/2015 4:30,0.00
tr_1,8/27/2015 5:30,0.00
tr_1,8/27/2015 6:30,26.02
tr_1,8/27/2015 7:30,84.37
tr_1,8/27/2015 8:30,149.44
tr_1,8/27/2015 9:30,1000.06
tr_1,8/27/2015 10:30,1258.99
tr_1,8/27/2015 11:30,1438.34
tr_1,8/27/2015 12:30,1504.81
tr_1,8/27/2015 13:30,194.27
tr_1,8/27/2015 14:30,363.72
tr_1,8/27/2015 15:30,140.56
tr_1,8/27/2015 16:30,123.62
tr_1,8/27/2015 17:30,103.04
tr_1,8/27/2015 18:30,72.49
tr_1,8/27/2015 19:30,7.27
tr_1,8/27/2015 20:30,0.00
tr_1,8/27/2015 21:30,0.00
tr_1,8/27/2015 22:30,0.00
tr_1,8/27/2015 23:30,0.00
tr_1,8/28/2015 0:30,0.00
tr_1,8/28/2015 1:30,0.00
tr_1,8/28/2015 2:30,0.00
tr_1,8/28/2015 3:30,0.00
tr_1,8/28/2015 4:30,0.00
tr_1,8/28/2015 5:30,0.00
tr_1,8/28/2015 6:30,12.93
tr_1,8/28/2015 7:30,97.47
tr_1,8/28/2015 8:30,167.70
tr_1,8/28/2015 9:30,961.60
tr_1,8/28/2015 10:30,1213.47
tr_1,8/28/2015 11:30,1413.74
tr_1,8/28/2015 12:30,1237.05
tr_1,8/28/2015 13:30,333.23
tr_1,8/28/2015 14:30,203.74
tr_1,8/28/2015 15:30,148.88
tr_1,8/28/2015 16:30,260.17
tr_1,8/28/2015 17:30,195.42
tr_1,8/28/2015 18:30,58.52
tr_1,8/28/2015 19:30,5.52
tr_1,8/28/2015 20:30,0.00
tr_1,8/28/2015 21:30,0.00
tr_1,8/28/2015 22:30,0.00
tr_1,8/28/2015 23:30,0.00
tr_1,8/29/2015 0:30,0.00
tr_1,8/29/2015 1:30,0.00
tr_1,8/29/2015 2:30,0.00
tr_1,8/29/2015 3:30,0.00
tr_1,8/29/2015 4:30,0.00
tr_1,8/29/2015 5:30,0.00
tr_1,8/29/2015 6:30,16.99
tr_1,8/29/2015 7:30,103.98
tr_1,8/29/2015 8:30,244.08
tr_1,8/29/2015 9:30,945.35
tr_1,8/29/2015 10:30,1206.49
tr_1,8/29/2015 11:30,1392.99
tr_1,8/29/2015 12:30,772.12
tr_1,8/29/2015 13:30,483.78
tr_1,8/29/2015 14:30,358.17
tr_1,8/29/2015 15:30,177.60
tr_1,8/29/2015 16:30,167.15
tr_1,8/29/2015 17:30,153.96
tr_1,8/29/2015 18:30,84.00
tr_1,8/29/2015 19:30,5.52
tr_1,8/29/2015 20:30,0.00
tr_1,8/29/2015 21:30,0.00
